name,337-10_f,337-11_f,337-12_f,337-13_f,337-14_f,337-15_f,337-16_f,337-17_f,337-18_f,337-19_f,337-1_f,337-20_f,337-21_f,337-22_f,337-23_f,337-24_f,337-2_f,337-3_f,337-4_f,337-5_f,337-6_f,337-7_f,337-8_f,337-9_f
ENSMUSE00000311532,26,32,42,94,21,79,83,111,55,37,119,46,84,0,51,43,46,36,40,117,80,63,69,84
ENSMUSE00001326315,6,6,13,32,7,31,40,31,22,10,43,22,23,0,17,16,25,15,21,38,23,28,26,32
ENSMUSE00001331737,0,0,2,2,2,0,0,11,1,0,8,4,0,0,0,2,4,0,0,5,1,0,2,0
ENSMUSE00001027644,0,0,2,1,2,0,0,6,1,0,5,2,0,0,0,1,1,0,0,2,0,0,1,0
ENSMUSE00000405341,0,0,3,0,3,1,1,0,0,0,2,2,1,0,0,0,7,3,0,5,6,6,3,0
ENSMUSE00000481534,1,1,1,0,0,0,1,1,0,0,4,0,0,0,0,0,8,0,1,9,6,2,4,1
ENSMUSE00000854019,99,139,171,89,65,232,156,163,203,148,141,128,90,0,150,105,238,119,121,126,202,123,144,124
ENSMUSE00000880582,93,124,153,77,56,210,146,137,184,132,110,112,77,0,126,99,192,109,112,91,160,115,129,105
ENSMUSE00001274665,68,64,95,29,38,121,84,77,105,79,65,58,38,0,91,59,133,70,57,58,105,65,81,52
ENSMUSE00001301105,91,140,169,88,37,230,156,151,199,147,102,131,83,0,148,107,147,119,115,72,139,93,114,124
ENSMUSE00000850464,72,88,116,48,26,154,118,95,136,104,65,81,50,0,106,77,108,84,83,52,99,68,87,68
ENSMUSE00001206219,62,55,86,22,17,104,73,66,93,73,44,52,33,0,76,45,82,68,48,35,73,42,56,41
ENSMUSE00001344290,1,1,0,3,0,0,0,3,0,1,2,0,0,0,0,0,6,0,0,3,1,0,0,1
ENSMUSE00000796599,133,211,750,105,82,535,844,181,172,239,305,493,146,0,453,447,227,145,386,269,385,190,729,87
ENSMUSE00001330112,183,265,951,164,103,671,1057,235,230,310,405,584,202,0,561,567,307,178,490,333,491,255,932,139
ENSMUSE00001342290,18,23,101,23,7,53,104,20,23,25,41,42,29,0,41,59,32,13,47,25,43,33,91,24
ENSMUSE00001338676,1,0,3,5,4,1,3,0,4,0,7,0,4,0,2,1,5,4,1,6,2,1,2,3
ENSMUSE00000550610,675,487,779,727,343,867,722,1116,863,649,1015,683,1014,0,777,474,1080,437,584,1048,1414,447,525,651
ENSMUSE00001343269,62,33,63,77,23,73,65,93,69,56,93,37,82,0,39,37,87,36,39,101,105,29,32,71
ENSMUSE00001340624,0,0,4,0,1,1,0,4,1,1,10,1,1,0,0,0,3,3,1,1,2,1,5,0
ENSMUSE00000751848,865,608,2147,4112,387,501,1103,5948,1672,786,6177,1955,5205,0,343,796,1682,685,2461,5171,1036,348,1030,3201
ENSMUSE00001224245,1294,780,2702,5442,575,652,1444,8042,2345,1006,8192,2443,6894,0,449,1042,2236,924,3124,6949,1394,458,1329,4488
ENSMUSE00001245300,1049,699,2435,4605,478,569,1286,6677,1927,878,6806,2189,5836,0,391,925,1917,776,2750,5805,1140,391,1153,3711
ENSMUSE00001257314,961,656,2308,4389,434,531,1211,6333,1814,834,6531,2097,5519,0,372,872,1812,729,2624,5526,1101,367,1099,3481
ENSMUSE00001289272,1116,713,2525,4816,508,588,1330,6997,2026,907,7073,2268,6073,0,401,961,1994,810,2857,6083,1201,412,1198,3949
ENSMUSE00001289829,1262,772,2683,5304,563,641,1429,7801,2285,1000,7937,2429,6714,0,446,1031,2187,901,3083,6746,1351,446,1309,4359
ENSMUSE00001339647,392,278,1132,2110,175,247,543,3183,800,382,3435,1020,2818,0,158,385,826,314,1242,2767,516,185,562,1640
ENSMUSE00001239587,1262,772,2683,5302,563,641,1429,7801,2285,999,7934,2429,6712,0,446,1031,2187,901,3083,6744,1351,446,1309,4358
ENSMUSE00000765983,603,474,1742,3219,269,386,891,4705,1248,620,5149,1564,4099,0,272,618,1336,516,1979,4215,837,285,827,2395
ENSMUSE00001238638,188,122,346,714,70,81,190,968,346,130,854,322,883,0,63,140,294,103,415,801,170,59,158,613
ENSMUSE00001340915,1,0,0,25,1,0,0,50,1,1,58,0,30,0,0,0,1,0,0,45,0,0,2,33
ENSMUSE00000977912,4,0,2,2,5,4,3,8,3,2,12,1,4,0,2,1,27,3,7,17,26,5,16,2
ENSMUSE00000969171,1,0,1,0,2,2,1,2,0,1,5,1,2,0,0,0,10,2,4,7,13,1,7,0
ENSMUSE00000375113,129,158,322,267,61,296,276,746,214,180,703,286,424,0,243,181,200,151,307,565,344,130,278,262
ENSMUSE00001342614,20,16,40,50,11,33,33,92,26,22,101,38,50,0,22,19,25,18,41,76,41,20,29,51
ENSMUSE00001342624,20,9,31,34,9,33,24,79,24,21,84,30,50,0,23,19,15,16,24,78,38,16,21,34
ENSMUSE00001354901,3,1,5,6,1,1,5,8,0,4,8,0,5,0,1,2,2,3,2,5,3,1,3,4
ENSMUSE00000630247,253,298,404,290,136,557,409,655,451,332,515,293,538,0,358,257,392,249,265,467,542,286,384,259
ENSMUSE00000755353,130,146,194,136,77,270,191,376,238,165,289,143,329,0,171,143,195,120,126,278,279,134,184,130
ENSMUSE00001344435,16,14,28,17,12,38,27,41,37,15,37,23,56,0,24,23,29,16,18,39,34,18,27,14
ENSMUSE00000750292,64,102,134,67,31,186,135,132,123,94,89,89,104,0,118,64,129,76,83,96,160,95,114,51
ENSMUSE00001340962,1,2,7,1,0,10,4,0,1,1,3,2,0,0,12,8,0,2,0,4,7,4,9,0
ENSMUSE00000852680,2,3,15,1,4,21,17,1,3,1,2,4,0,0,22,20,6,7,5,5,14,20,29,0
ENSMUSE00000858448,0,2,6,5,4,0,0,5,2,1,4,0,2,0,2,1,1,3,3,2,2,3,3,2
ENSMUSE00001438047,36,57,79,51,19,103,59,59,90,45,139,45,64,0,53,41,53,45,33,66,109,36,45,32
ENSMUSE00000468512,39,57,81,51,21,105,64,61,94,48,139,47,65,0,54,41,58,48,35,70,113,36,46,33
ENSMUSE00001340583,28,44,55,38,13,76,44,41,64,31,106,34,44,0,35,33,39,28,23,43,84,26,29,18
ENSMUSE00001337141,28,43,53,38,13,72,44,38,64,30,104,32,44,0,34,31,38,28,23,42,82,23,29,18
ENSMUSE00001343958,36,57,79,51,19,103,59,59,90,45,139,45,64,0,53,41,52,45,33,66,109,36,45,32
ENSMUSE00001344082,4,1,7,5,5,6,2,8,4,6,10,14,3,0,5,4,19,2,9,16,21,12,17,0
ENSMUSE00001345772,8,4,12,7,8,11,10,18,9,8,20,20,6,0,8,7,20,4,15,33,29,12,30,4
ENSMUSE00001338996,3,2,3,4,3,4,8,9,4,3,7,2,3,0,2,0,4,4,4,12,11,2,8,3
ENSMUSE00000353369,3861,1511,1718,2074,1997,3993,2236,2664,5252,1482,3065,1362,2056,0,2911,1591,5842,1153,1571,2423,8363,2340,2706,2249
ENSMUSE00001325922,669,272,303,312,314,712,376,344,878,258,505,236,329,0,522,296,1041,226,272,355,1669,415,434,320
ENSMUSE00001333040,355,150,160,184,186,311,189,215,429,110,277,129,187,0,229,137,483,101,125,249,649,181,207,193
ENSMUSE00001335313,1086,376,416,656,624,943,508,877,1403,316,797,302,630,0,685,428,1268,279,348,611,1635,561,616,892
ENSMUSE00001080802,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSE00000716244,5,2,23,161,3,3,138,56,4,0,79,14,82,0,13,72,24,2,14,322,46,17,180,18
ENSMUSE00001337870,5,2,23,160,3,3,138,56,4,0,77,14,81,0,13,72,23,2,14,322,45,17,179,18
ENSMUSE00000719321,10,6,41,438,26,15,255,159,22,0,254,35,408,0,24,142,78,3,33,973,113,39,370,84
ENSMUSE00001343732,1,0,2,29,5,1,15,8,2,0,14,5,27,0,2,6,4,0,1,79,10,1,19,4
ENSMUSE00001337052,2,1,7,78,9,2,40,29,2,0,48,10,86,0,3,23,16,0,5,199,24,10,61,14
ENSMUSE00001342040,0,1,1,6,1,0,5,3,1,0,8,1,14,0,1,6,1,0,2,42,3,0,21,4
ENSMUSE00001339986,0,0,1,39,5,3,10,16,3,0,47,0,89,0,1,2,18,0,6,127,12,6,21,5
ENSMUSE00001336913,1,0,0,1,2,0,0,1,0,0,1,2,1,0,0,2,17,1,1,9,14,3,4,0
ENSMUSE00000229318,3,0,0,2,7,0,0,7,2,0,7,2,3,0,1,2,27,1,4,13,20,5,9,2
ENSMUSE00000736703,323,249,790,433,170,909,1276,320,459,410,588,570,274,0,866,769,470,244,651,533,791,512,1780,251
ENSMUSE00000701200,779,673,1883,1186,384,2198,3094,987,991,892,1762,1412,769,0,1923,1765,1126,524,1460,1531,1831,1126,3958,691
ENSMUSE00001341150,20,14,66,40,12,82,111,39,28,25,80,39,32,0,79,57,41,25,47,66,69,43,127,18
ENSMUSE00000701199,771,656,1834,1159,372,2164,3015,949,980,879,1681,1391,746,0,1905,1731,1107,514,1430,1475,1801,1108,3865,675
ENSMUSE00000865707,417,384,965,676,189,1179,1607,592,480,435,1015,761,443,0,969,882,584,243,725,889,922,545,1921,390
ENSMUSE00000155872,411,382,949,667,189,1171,1589,587,475,432,1003,749,437,0,956,871,573,239,710,874,917,539,1896,384
ENSMUSE00000155873,296,276,687,509,142,876,1124,456,359,325,714,539,340,0,732,653,411,179,510,652,668,389,1387,287
ENSMUSE00000772535,27,30,46,39,10,72,83,39,32,22,52,33,32,0,54,56,36,10,47,48,45,22,96,46
ENSMUSE00001342528,143,145,261,231,37,252,262,409,253,150,737,187,316,0,177,164,223,89,164,503,350,102,204,144
ENSMUSE00000155855,144,146,262,233,37,253,266,414,261,150,741,189,318,0,178,165,224,92,166,506,352,102,205,148
ENSMUSE00001304120,122,121,202,203,35,219,213,349,208,119,641,153,270,0,141,134,174,71,128,421,278,86,162,128
ENSMUSE00000701079,28,30,46,47,6,34,47,60,29,27,125,32,63,0,43,22,32,9,32,86,56,23,32,38
ENSMUSE00000712178,111,111,206,184,30,214,192,328,203,116,587,139,243,0,125,133,161,72,123,385,261,76,160,110
ENSMUSE00000852990,0,0,0,2,0,0,6,7,2,2,8,1,3,0,3,13,2,1,3,2,1,0,3,3
ENSMUSE00001112896,0,2,2,0,0,3,4,0,2,0,0,1,0,0,0,3,4,1,2,2,8,2,3,0
ENSMUSE00000800121,11,7,31,2,6,20,14,5,16,17,5,16,2,0,12,8,11,6,12,7,20,6,12,2
ENSMUSE00000228153,14,13,37,3,7,26,18,5,18,22,7,21,5,0,12,10,16,14,15,7,24,7,17,6
ENSMUSE00000777321,12,8,32,2,6,20,14,5,16,18,5,16,3,0,12,9,11,7,13,6,19,6,12,2
ENSMUSE00000814478,12,7,33,2,5,21,14,2,16,17,5,16,3,0,12,9,10,9,12,5,19,5,11,3
ENSMUSE00000857048,105,87,159,35,47,192,151,75,145,117,164,118,106,0,132,88,181,93,120,154,231,91,93,39
ENSMUSE00000502144,103,87,159,35,47,189,147,75,142,113,161,117,104,0,131,87,180,91,120,152,227,90,89,37
ENSMUSE00000467874,47,42,85,11,22,93,76,42,78,44,91,67,51,0,75,50,91,39,49,75,115,47,55,25
ENSMUSE00000505735,59,54,102,13,28,105,90,48,86,52,103,70,60,0,85,55,110,51,69,85,138,60,62,25
ENSMUSE00000501145,48,37,65,23,21,89,63,29,58,65,61,48,47,0,50,36,75,45,60,67,106,37,30,11
ENSMUSE00000852495,14,9,16,12,10,25,12,11,21,14,14,15,15,0,15,12,14,14,23,24,21,11,8,5
ENSMUSE00000754691,2,1,6,2,3,0,2,2,0,1,3,0,1,0,1,0,19,0,3,10,10,6,9,2
ENSMUSE00000384642,1117,851,2405,760,432,1817,1770,1623,2168,1045,3064,1637,1344,0,1295,872,1949,812,1765,2056,2794,676,1656,545
ENSMUSE00001337570,1046,811,2334,695,411,1738,1710,1527,2052,998,2887,1578,1263,0,1245,839,1859,779,1712,1970,2639,639,1581,490
ENSMUSE00001344366,83,74,179,67,44,171,128,162,190,77,185,91,115,0,116,52,152,74,147,112,242,58,136,49
ENSMUSE00001346057,95,65,205,72,45,185,140,166,218,94,194,108,141,0,135,76,187,59,161,115,265,51,137,54
ENSMUSE00001340334,3,1,1,0,6,1,2,3,2,1,5,0,1,0,0,1,21,1,4,15,8,4,7,1
ENSMUSE00000829606,2,0,0,3,5,0,1,3,0,0,1,1,0,0,0,2,6,0,2,6,3,0,1,2
ENSMUSE00000779002,2,0,0,3,2,0,0,3,0,0,1,1,0,0,0,1,6,0,1,2,3,0,1,0
ENSMUSE00000818431,1,0,2,2,1,1,5,1,1,0,3,0,0,0,0,0,6,0,1,4,4,2,4,0
ENSMUSE00000549700,0,0,0,1,1,0,1,2,0,1,1,0,0,0,1,0,7,0,1,2,4,4,1,0
ENSMUSE00000549699,0,0,0,1,1,0,1,2,0,1,1,0,0,0,1,0,6,0,1,2,3,4,1,0
ENSMUSE00000226049,73,61,102,29,18,132,118,43,95,70,79,71,39,0,88,77,105,42,60,58,136,43,78,29
ENSMUSE00001343964,52,52,80,19,11,105,96,32,81,53,54,52,26,0,62,56,87,36,41,42,114,30,57,22
ENSMUSE00000155591,61,55,94,26,15,118,112,39,91,61,71,67,30,0,76,66,96,38,49,48,122,37,71,25
ENSMUSE00001340285,17,19,24,7,5,46,33,13,33,14,17,20,11,0,22,19,30,10,20,13,33,9,20,7
ENSMUSE00001336273,18,8,20,6,7,24,21,10,14,17,21,17,10,0,20,23,14,6,15,12,13,9,22,6
ENSMUSE00000930615,8,35,545,10,13,134,725,13,21,67,35,408,8,0,204,601,67,53,543,44,41,63,791,4
ENSMUSE00000382917,13,63,741,15,25,181,1068,21,29,118,58,551,12,0,265,857,120,81,740,72,89,88,1148,7
ENSMUSE00000930865,1,1,5,0,0,0,9,0,0,1,2,3,0,0,2,3,0,1,3,1,0,2,6,1
ENSMUSE00000929288,1,1,5,0,0,1,7,2,0,3,0,5,0,0,1,6,1,0,5,2,0,0,6,0
ENSMUSE00000700778,531,430,716,319,205,912,437,454,934,544,710,495,341,0,683,283,810,443,463,502,1061,401,294,222
ENSMUSE00001342100,421,374,615,276,166,789,381,383,773,461,605,435,282,0,590,239,685,358,402,428,884,343,262,185
ENSMUSE00000630206,421,374,615,276,166,789,381,383,773,461,605,435,282,0,590,239,684,358,402,427,882,342,262,185
ENSMUSE00001344002,210,172,314,166,80,409,192,184,409,239,335,214,164,0,286,117,341,187,201,228,448,180,147,95
ENSMUSE00000852165,121,94,220,155,32,235,216,442,208,92,663,157,348,0,137,91,167,86,163,510,252,83,214,100
ENSMUSE00000311332,120,94,220,155,32,232,216,441,208,92,662,157,345,0,137,91,167,86,162,510,252,81,211,100
ENSMUSE00000849758,92,68,167,112,23,171,165,306,153,74,466,118,247,0,108,65,118,68,126,363,189,56,147,72
ENSMUSE00001307443,43,44,105,60,11,114,97,169,85,46,266,71,140,0,73,32,74,47,74,206,108,26,80,47
ENSMUSE00000885771,1570,1726,6562,8799,799,3418,6676,14065,3026,2580,27789,5005,12901,0,3198,3947,2983,1783,5754,24157,6195,1912,8939,5499
ENSMUSE00000630194,1549,1703,6488,8631,782,3382,6603,13726,2983,2558,27373,4958,12653,0,3159,3904,2941,1754,5691,23913,6116,1902,8836,5373
ENSMUSE00001343348,37,37,120,139,18,51,118,218,48,47,375,72,175,0,46,69,66,27,88,352,120,44,149,95
ENSMUSE00001339585,156,176,703,1023,61,353,743,1746,267,236,4096,554,1636,0,284,437,277,166,651,3314,560,173,1093,707
ENSMUSE00001345370,17,32,77,164,15,59,73,259,45,34,321,55,228,0,49,56,29,25,79,251,52,12,92,90
ENSMUSE00001343785,87,114,313,550,50,204,354,812,148,127,1365,246,838,0,180,198,127,87,316,1008,249,78,419,359
ENSMUSE00000630182,130,171,446,703,74,286,506,1170,216,193,1976,368,1135,0,250,271,195,120,465,1466,406,122,630,481
ENSMUSE00001345840,28,51,113,135,14,65,117,212,53,45,371,95,207,0,54,70,42,22,97,319,101,29,144,88
ENSMUSE00001336165,30,23,91,135,10,53,86,314,43,23,415,59,259,0,34,46,36,16,76,280,77,19,130,92
ENSMUSE00001340087,39,32,97,147,12,54,106,357,39,40,427,45,259,0,35,76,56,29,88,290,82,30,110,114
ENSMUSE00001344431,22,0,17,2,9,10,8,5,14,1,8,3,6,0,16,4,37,2,9,13,64,7,24,0
ENSMUSE00001050618,24,0,17,2,16,11,11,6,15,1,9,3,3,0,18,7,38,2,9,17,67,5,27,1
ENSMUSE00001340519,15,0,9,2,5,5,6,1,12,1,1,2,2,0,11,3,24,2,5,6,41,4,15,0
ENSMUSE00001336808,3,0,2,1,0,0,2,0,6,0,0,2,0,0,1,1,4,1,1,1,10,0,6,0
ENSMUSE00000549428,10,4,8,5,16,11,9,10,11,9,23,4,5,0,8,1,58,4,12,53,46,30,25,6
ENSMUSE00001340486,0,0,0,0,1,1,3,1,2,0,1,2,1,0,3,1,6,0,2,5,4,1,4,0
ENSMUSE00000549422,7,3,7,2,8,7,4,7,5,5,15,2,3,0,4,0,34,2,6,27,20,15,15,4
ENSMUSE00001336664,4,0,1,0,2,0,1,1,1,0,5,0,0,0,2,0,2,0,2,6,4,0,4,2
ENSMUSE00001344334,40,11,41,33,11,27,18,49,91,14,109,36,26,0,15,7,54,6,25,83,37,1,15,11
ENSMUSE00000630169,258,73,296,149,47,143,131,270,414,95,526,216,152,0,107,70,369,48,127,385,271,42,114,105
ENSMUSE00000603332,279,76,310,161,50,155,136,289,437,100,567,229,163,0,109,73,393,51,133,407,279,43,120,115
ENSMUSE00001336833,13,0,9,6,0,4,2,7,10,1,4,5,4,0,2,1,13,4,3,13,4,0,0,4
ENSMUSE00000929296,1,1,16,0,3,2,4,8,3,4,2,15,0,0,2,0,10,0,15,12,6,3,9,0
ENSMUSE00000630167,3,4,31,1,9,5,7,4,0,6,11,22,2,0,5,1,21,2,23,19,9,4,16,0
ENSMUSE00000905056,21,45,745,304,12,36,157,547,44,65,1086,478,377,0,53,144,34,35,696,907,127,48,261,157
ENSMUSE00000359230,31,70,1256,532,16,49,252,967,73,98,1844,785,680,0,84,201,50,53,979,1533,194,62,383,304
ENSMUSE00000603290,21,73,309,89,22,92,232,234,41,104,284,220,450,0,156,190,60,51,332,465,125,70,252,85
ENSMUSE00000603289,13,47,229,66,17,66,176,181,28,87,205,168,347,0,120,147,43,40,265,365,95,52,222,58
ENSMUSE00000870701,3,8,23,8,0,12,19,13,4,8,13,10,28,0,12,15,10,2,22,28,13,8,10,7
ENSMUSE00001341482,2,2,0,1,7,1,0,4,9,0,7,2,1,0,0,0,28,5,3,18,19,10,8,2
ENSMUSE00001345670,5,1,9,23,30,8,8,14,8,3,46,18,12,0,7,5,59,6,20,62,44,16,32,10
ENSMUSE00000427761,5,0,8,12,18,6,5,11,3,2,26,9,7,0,4,4,29,3,13,32,25,10,13,5
ENSMUSE00001342051,0,1,1,1,4,3,0,2,2,0,6,0,2,0,2,1,9,1,0,10,7,2,4,2
ENSMUSE00000700510,3,0,3,0,5,0,1,11,6,0,6,1,7,0,1,0,26,3,6,13,23,5,15,1
ENSMUSE00001324758,10,4,3,9,37,3,1,16,6,2,46,1,3,0,4,1,108,5,11,46,62,33,23,5
ENSMUSE00001387452,2,0,0,2,5,0,0,1,5,0,3,0,0,0,2,0,32,0,5,14,14,4,5,5
ENSMUSE00000960849,2,2,0,7,2,0,0,1,4,0,9,0,2,0,2,0,23,2,6,8,26,10,9,0
ENSMUSE00000909138,833,655,2507,823,383,1494,2012,992,1314,904,2579,1615,758,0,1090,952,1329,586,1607,1826,2114,612,1771,481
ENSMUSE00001321872,767,603,2394,740,351,1383,1916,887,1201,849,2397,1546,691,0,993,900,1227,534,1530,1707,1978,576,1683,414
ENSMUSE00001334369,365,300,1238,226,153,682,1010,293,572,399,1000,769,230,0,478,417,576,266,788,775,951,258,899,144
ENSMUSE00001336038,587,480,1916,565,275,1115,1573,606,947,697,1837,1210,488,0,807,718,954,425,1231,1304,1545,461,1335,291
ENSMUSE00000549270,351,264,952,476,181,602,714,591,570,366,1180,629,436,0,466,382,568,243,572,809,884,249,653,284
ENSMUSE00001363185,37,36,73,63,21,77,55,59,75,34,116,44,42,0,65,36,63,34,52,69,81,25,59,48
ENSMUSE00001335535,2,0,13,4,8,3,6,8,5,3,30,1,8,0,6,2,60,4,7,28,43,4,26,2
ENSMUSE00001032454,2,0,13,4,8,3,6,8,4,3,29,1,8,0,5,2,57,4,7,28,42,4,26,2
ENSMUSE00000155422,96,94,393,60,34,269,339,68,182,149,203,232,57,0,200,158,184,119,200,188,290,121,230,37
ENSMUSE00001028331,20,3,14,14,7,5,9,4,4,5,7,7,1,0,6,7,4,9,9,10,9,10,10,9
ENSMUSE00001326088,526,491,2316,1452,201,1037,2484,2025,1004,868,5399,1903,1251,0,891,1559,935,592,2014,3503,1438,726,2764,1268
ENSMUSE00000549175,856,745,3286,2393,310,1592,3572,3188,1489,1253,8408,2707,2048,0,1336,2301,1474,908,2934,5215,2221,1052,4201,2122
ENSMUSE00000603227,140,148,711,407,62,307,766,576,307,264,1454,576,390,0,255,455,246,166,571,1068,437,231,807,336
ENSMUSE00000901234,39,39,239,114,6,84,245,165,90,74,471,164,95,0,60,129,63,61,178,346,132,84,276,102
ENSMUSE00001341675,11,10,54,26,6,25,69,41,28,16,145,47,26,0,23,39,25,12,74,102,28,13,53,17
ENSMUSE00000478027,161,143,549,381,44,305,588,435,230,195,1090,462,305,0,231,408,266,173,554,637,409,181,799,343
ENSMUSE00001324802,325,251,956,900,106,544,1080,1123,480,382,2906,782,767,0,443,731,527,311,909,1645,768,321,1413,836
ENSMUSE00001341440,12,9,44,56,5,31,49,66,38,12,190,35,36,0,30,38,23,19,41,111,30,27,71,46
ENSMUSE00000406786,4,0,1,0,5,0,0,0,2,0,5,0,1,0,2,2,6,0,1,5,6,1,2,1
ENSMUSE00001319127,1,7,4,12,1,4,4,3,6,2,11,7,8,0,5,2,6,6,6,8,9,1,11,6
ENSMUSE00001327212,3,4,5,7,0,8,6,5,16,7,3,5,5,0,5,4,7,0,0,5,19,3,2,0
ENSMUSE00001325132,171,222,927,359,61,505,697,843,352,308,2360,662,574,0,288,281,329,203,731,1280,505,150,667,205
ENSMUSE00000549105,850,1309,5330,1270,306,2887,4104,3987,1839,1517,10361,3292,2977,0,1743,1448,1586,963,4087,5377,2489,726,3980,648
ENSMUSE00001322710,256,388,1595,488,98,835,1206,1287,542,447,3719,1061,928,0,505,415,498,309,1166,2016,745,225,1092,272
ENSMUSE00000306955,850,1310,5333,1270,306,2887,4108,3989,1839,1517,10363,3293,2977,0,1743,1448,1586,965,4087,5379,2490,727,3982,649
ENSMUSE00000306888,80,180,501,108,35,305,450,430,211,155,907,326,306,0,144,163,144,105,532,501,247,62,490,54
ENSMUSE00000306810,204,317,1620,276,80,813,1208,755,492,447,2006,869,589,0,528,422,410,252,1014,1057,686,218,1082,148
ENSMUSE00001325161,20,28,134,39,4,65,120,83,59,60,196,90,47,0,52,43,28,32,85,113,71,15,120,20
ENSMUSE00000799143,5,27,108,10,7,75,76,25,10,42,27,63,3,0,60,33,24,21,42,25,23,28,49,12
ENSMUSE00000498926,14,98,305,35,10,223,259,42,23,109,103,193,17,0,144,111,51,67,160,55,57,88,234,41
ENSMUSE00000402148,13,95,297,34,8,215,254,39,22,109,101,191,17,0,135,110,50,66,156,50,55,86,230,35
ENSMUSE00000700337,4,23,94,7,5,63,62,17,8,41,24,57,2,0,49,30,22,17,37,18,20,24,44,6
ENSMUSE00001335371,7,10,67,19,5,26,48,19,16,17,110,52,15,0,29,28,18,6,35,74,40,13,51,15
ENSMUSE00001254156,87,201,861,197,42,464,682,294,177,224,901,506,166,0,272,348,190,138,337,589,396,140,535,180
ENSMUSE00001284884,31,100,494,78,15,219,380,148,88,118,596,299,91,0,145,192,90,67,195,393,210,75,312,68
ENSMUSE00001297078,18,51,225,49,16,132,193,68,47,61,172,135,46,0,68,102,51,44,84,138,109,32,134,34
ENSMUSE00001207272,23,46,189,40,15,115,156,58,41,49,122,113,37,0,51,86,46,38,68,109,93,27,106,42
ENSMUSE00000854032,3,1,10,7,1,6,4,1,6,5,5,4,6,0,4,2,7,1,12,7,5,2,2,5
ENSMUSE00000548899,22,13,22,25,37,17,19,18,29,10,83,13,19,0,8,8,186,8,35,100,112,39,44,15
ENSMUSE00001256702,22,13,22,25,37,17,19,18,29,10,83,13,19,0,8,8,186,8,35,100,112,39,44,15
ENSMUSE00001281192,20,13,22,24,36,17,19,18,29,10,82,13,19,0,8,8,183,8,35,99,112,39,43,15
ENSMUSE00001224969,0,0,0,0,5,1,0,0,1,1,4,0,0,0,0,0,6,0,2,2,5,2,1,0
ENSMUSE00001246420,1,0,1,0,12,2,0,4,3,1,9,0,0,0,0,0,22,0,2,12,14,5,6,0
ENSMUSE00001322660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,3,0,1,0
ENSMUSE00000806956,667,720,1766,260,234,1642,1123,586,1402,841,1276,964,471,0,902,414,1159,520,959,904,1860,356,677,158
ENSMUSE00000776099,667,720,1766,260,234,1641,1123,586,1402,841,1273,963,471,0,902,414,1159,520,959,904,1860,355,677,158
ENSMUSE00001242339,92,103,315,64,33,256,198,125,195,135,320,172,84,0,131,74,189,73,195,279,285,63,95,30
ENSMUSE00001268309,137,154,450,94,40,366,308,171,295,204,446,256,116,0,184,112,280,112,275,358,429,87,136,43
ENSMUSE00001215165,593,632,1519,201,205,1425,949,478,1248,723,999,818,392,0,793,355,1003,456,796,659,1612,298,599,131
ENSMUSE00001297372,68,96,249,32,18,212,135,60,140,105,196,130,65,0,93,60,149,54,109,115,247,41,84,19
ENSMUSE00001250790,304,275,592,86,110,604,369,187,530,290,331,308,178,0,361,129,444,202,303,203,676,128,255,65
ENSMUSE00001214450,43,48,84,16,22,101,44,37,80,42,59,48,25,0,50,16,61,32,50,28,104,23,42,21
ENSMUSE00001252541,33,41,74,15,21,96,36,31,65,33,53,42,21,0,45,14,55,33,44,26,89,17,38,20
ENSMUSE00001320303,4,0,2,3,3,1,3,5,1,4,18,4,3,0,1,0,12,1,5,8,8,3,6,1
ENSMUSE00001006918,32,8,23,28,59,23,30,48,27,11,112,14,14,0,17,14,243,13,41,145,164,42,88,16
ENSMUSE00001335832,3,1,2,4,13,2,1,6,1,0,5,3,1,0,0,1,22,3,4,14,16,1,9,3
ENSMUSE00001334980,5,0,0,2,3,2,2,1,2,0,6,1,0,0,1,0,25,0,4,17,25,2,6,1
ENSMUSE00001319659,0,0,4,0,5,1,0,2,0,1,10,1,0,0,0,0,9,1,1,9,8,4,3,0
ENSMUSE00001333223,11,8,19,9,4,8,9,5,10,12,9,1,0,0,14,5,12,11,8,3,16,6,10,2
ENSMUSE00001324984,35,14,34,61,69,36,43,64,50,15,178,26,33,0,21,26,318,14,59,190,226,75,122,39
ENSMUSE00001066200,1,0,0,1,7,0,0,2,0,0,5,0,0,0,0,0,9,1,1,3,6,3,1,0
ENSMUSE00001331582,1,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,6,0,1,3,3,0,1,0
ENSMUSE00001321420,3,2,8,1,8,4,7,7,3,1,16,2,7,0,2,3,18,2,9,16,16,8,12,8
ENSMUSE00001335333,18,11,48,16,8,37,18,15,27,29,24,30,16,0,28,18,19,26,21,25,38,24,11,8
ENSMUSE00000548036,7,5,9,15,12,5,5,14,15,4,44,2,6,0,9,3,77,4,14,48,56,15,33,12
ENSMUSE00000746457,1,0,0,0,2,1,0,4,1,0,3,0,0,0,1,0,6,0,1,6,7,3,2,0
ENSMUSE00000699794,3,0,6,7,6,4,3,4,1,1,11,0,2,0,3,0,54,1,7,30,32,14,17,3
