# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-f" "-g" "ID" "-p" "-O" "-a" "/gpfs/group/pipkin/Exp337/codes/GRCm38_exon_rmdup_srt_cb_srt_dupr_f.gff" "-o" "337-17_f.txt" "/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-17_neg_pSrt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-17_neg_pSrt.bam
ENSMUSE00000501145	1	37893935	37898338	+	4404	29
ENSMUSE00000852495	1	37897256	37898125	+	870	11
ENSMUSE00000754691	1	37933596	37954136	+	20541	2
ENSMUSE00000847651	1	37973967	37974203	+	237	0
ENSMUSE00000384642	1	37998010	38055579	+	57570	1623
ENSMUSE00001337570	1	37998129	38052021	+	53893	1527
ENSMUSE00001344366	1	38041791	38046676	+	4886	162
ENSMUSE00001346057	1	38044634	38048803	+	4170	166
ENSMUSE00001340334	1	38132083	38159892	+	27810	3
ENSMUSE00000829606	1	38235420	38245603	+	10184	3
ENSMUSE00000779002	1	38239700	38246666	+	6967	3
ENSMUSE00000782803	1	38307902	38311930	+	4029	1
ENSMUSE00000818431	1	38384949	38393974	+	9026	1
ENSMUSE00000816873	1	38388829	38390244	+	1416	0
ENSMUSE00001339466	1	38487519	38488047	+	529	0
ENSMUSE00001341045	1	38722620	38723121	+	502	0
ENSMUSE00001338084	1	38767184	38767686	+	503	0
ENSMUSE00001338777	1	38884754	38888072	+	3319	0
ENSMUSE00001342171	1	38907945	38908716	+	772	0
ENSMUSE00000549700	1	38939149	38950276	+	11128	2
ENSMUSE00000549699	1	38939203	38948643	+	9441	2
ENSMUSE00000226049	1	38985608	38997238	+	11631	43
ENSMUSE00001343964	1	38987841	38994917	+	7077	32
ENSMUSE00000155591	1	38987865	38995807	+	7943	39
ENSMUSE00001340285	1	38992678	38994316	+	1639	13
ENSMUSE00001336273	1	38995160	38996646	+	1487	10
ENSMUSE00000930615	1	39193731	39287615	+	93885	13
ENSMUSE00000382917	1	39194212	39363236	+	169025	21
ENSMUSE00000930865	1	39314899	39315453	+	555	0
ENSMUSE00000929288	1	39341555	39345466	+	3912	2
ENSMUSE00000700778	1	39367842	39371911	+	4070	454
ENSMUSE00001342100	1	39367878	39371366	+	3489	383
ENSMUSE00000630206	1	39367929	39371365	+	3437	383
ENSMUSE00001344002	1	39369850	39371366	+	1517	184
ENSMUSE00000522854	1	39519533	39519747	+	215	1
ENSMUSE00001357648	1	39519533	39519748	+	216	1
ENSMUSE00000852165	1	39534992	39546889	+	11898	442
ENSMUSE00000311332	1	39535802	39546873	+	11072	441
ENSMUSE00000849758	1	39538245	39546483	+	8239	306
ENSMUSE00001307443	1	39540034	39545401	+	5368	169
ENSMUSE00001189954	1	39650176	39657390	+	7215	0
ENSMUSE00000885771	1	39900913	40026310	+	125398	14065
ENSMUSE00000630194	1	39901170	40024969	+	123800	13726
ENSMUSE00001343348	1	39901170	39902456	+	1287	218
ENSMUSE00001339585	1	39964155	39983144	+	18990	1746
ENSMUSE00001345370	1	39999595	40000561	+	967	259
ENSMUSE00001343785	1	39999893	40006742	+	6850	812
ENSMUSE00000630182	1	40000677	40010657	+	9981	1170
ENSMUSE00001345840	1	40007393	40009329	+	1937	212
ENSMUSE00001336165	1	40013852	40014698	+	847	314
ENSMUSE00001340087	1	40023210	40024425	+	1216	357
ENSMUSE00001344431	1	40074079	40112136	+	38058	5
ENSMUSE00001050618	1	40084698	40125231	+	40534	6
ENSMUSE00001340519	1	40085985	40102436	+	16452	1
ENSMUSE00001336808	1	40088511	40091581	+	3071	0
ENSMUSE00000549428	1	40225080	40317257	+	92178	10
ENSMUSE00001340486	1	40238020	40244499	+	6480	1
ENSMUSE00000549422	1	40266586	40316201	+	49616	7
ENSMUSE00001336664	1	40266657	40277178	+	10522	1
ENSMUSE00001344334	1	40324610	40329441	+	4832	49
ENSMUSE00000630169	1	40324627	40365471	+	40845	270
ENSMUSE00000603332	1	40324690	40367562	+	42873	289
ENSMUSE00001336833	1	40353852	40354536	+	685	7
ENSMUSE00000929296	1	40429570	40446723	+	17154	8
ENSMUSE00000630167	1	40436589	40465415	+	28827	4
ENSMUSE00000905056	1	40465552	40491578	+	26027	547
ENSMUSE00000359230	1	40465676	40500854	+	35179	967
ENSMUSE00000603290	1	40515362	40551705	+	36344	234
ENSMUSE00000603289	1	40515405	40539485	+	24081	181
ENSMUSE00000870701	1	40541692	40547903	+	6212	13
ENSMUSE00001341482	1	40580081	40630725	+	50645	4
ENSMUSE00000549342	1	40580204	40585425	+	5222	0
ENSMUSE00001336360	1	40600602	40602903	+	2302	2
ENSMUSE00001336955	1	40628968	40630416	+	1449	0
ENSMUSE00001345670	1	40680574	40769273	+	88700	14
ENSMUSE00000427761	1	40681597	40727681	+	46085	11
ENSMUSE00001340064	1	40755756	40757071	+	1316	0
ENSMUSE00001342051	1	40771385	40785343	+	13959	2
ENSMUSE00000700510	1	40805601	40856887	+	51287	11
ENSMUSE00001324758	1	41781808	41939560	+	157753	16
ENSMUSE00001331426	1	41918352	41920085	+	1734	1
ENSMUSE00001335277	1	42103289	42104333	+	1045	2
ENSMUSE00000445251	1	42229726	42231108	+	1383	0
ENSMUSE00001330823	1	42229727	42231108	+	1382	0
ENSMUSE00001319577	1	42261855	42262253	+	399	0
ENSMUSE00001387452	1	42261857	42304412	+	42556	1
ENSMUSE00001341156	1	42491813	42495663	+	3851	0
ENSMUSE00001338908	1	42651726	42652401	+	676	0
ENSMUSE00000960849	1	42694925	42744791	+	49867	1
ENSMUSE00000338081	1	42695768	42703176	+	7409	0
ENSMUSE00001321021	1	42750712	42752881	+	2170	0
ENSMUSE00000909138	1	42851233	42905682	+	54450	992
ENSMUSE00001321872	1	42851276	42902013	+	50738	887
ENSMUSE00001334369	1	42851285	42881931	+	30647	293
ENSMUSE00001336038	1	42862514	42899128	+	36615	606
ENSMUSE00000549270	1	42887737	42905683	+	17947	591
ENSMUSE00001363185	1	42903057	42905683	+	2627	59
ENSMUSE00000442105	1	42952872	42955155	+	2284	0
ENSMUSE00001335535	1	42952963	43035456	+	82494	8
ENSMUSE00001032454	1	42953139	43030781	+	77643	8
ENSMUSE00001323253	1	42953182	42953878	+	697	0
ENSMUSE00000700474	1	43032060	43033605	+	1546	0
ENSMUSE00000847598	1	43036845	43036929	+	85	0
ENSMUSE00001329950	1	43056267	43057134	+	868	0
ENSMUSE00000308463	1	43092588	43093835	+	1248	0
ENSMUSE00000155422	1	43098710	43115947	+	17238	68
ENSMUSE00001028331	1	43189156	43189638	+	483	4
ENSMUSE00001332790	1	43270683	43271135	+	453	0
ENSMUSE00001324887	1	43409584	43409963	+	380	0
ENSMUSE00001326088	1	43444579	43533632	+	89054	2025
ENSMUSE00000549175	1	43445751	43570515	+	124765	3188
ENSMUSE00000603227	1	43445751	43462194	+	16444	576
ENSMUSE00000901234	1	43457273	43462222	+	4950	165
ENSMUSE00001341675	1	43488447	43490937	+	2491	41
ENSMUSE00000478027	1	43532405	43554062	+	21658	435
ENSMUSE00001324802	1	43533569	43569342	+	35774	1123
ENSMUSE00001341440	1	43560273	43561565	+	1293	66
ENSMUSE00000406786	1	43730602	43742578	+	11977	0
ENSMUSE00001323371	1	43742915	43743526	+	612	0
ENSMUSE00000858874	1	43785910	43787188	+	1279	0
ENSMUSE00001319127	1	43888051	43888595	+	545	3
ENSMUSE00001327212	1	43898294	43899109	+	816	5
ENSMUSE00000847358	1	43902928	43903052	+	125	0
ENSMUSE00001325132	1	43933647	43949405	+	15759	843
ENSMUSE00000549105	1	43934007	44002971	+	68965	3987
ENSMUSE00001322710	1	43934014	43957001	+	22988	1287
ENSMUSE00000306955	1	43934015	44003000	+	68986	3989
ENSMUSE00000306888	1	43971370	43977352	+	5983	430
ENSMUSE00000306810	1	43983285	44003000	+	19716	755
ENSMUSE00001325161	1	44000825	44002336	+	1512	83
ENSMUSE00000799143	1	44118957	44126566	+	7610	25
ENSMUSE00000498926	1	44119000	44144510	+	25511	42
ENSMUSE00000402148	1	44119968	44144770	+	24803	39
ENSMUSE00000700337	1	44119979	44126407	+	6429	17
ENSMUSE00001335371	1	44147744	44149522	+	1779	19
ENSMUSE00001254156	1	44147847	44181260	+	33414	294
ENSMUSE00001284884	1	44147909	44161844	+	13936	148
ENSMUSE00001297078	1	44156935	44166998	+	10064	68
ENSMUSE00001207272	1	44158830	44167217	+	8388	58
ENSMUSE00000854032	1	44212162	44213118	+	957	1
ENSMUSE00001325481	1	44392809	44394447	+	1639	0
ENSMUSE00000548899	1	44551511	44796838	+	245328	18
ENSMUSE00001256702	1	44551693	44796826	+	245134	18
ENSMUSE00001281192	1	44551727	44788495	+	236769	18
ENSMUSE00001342589	1	44560885	44565447	+	4563	0
ENSMUSE00000868457	1	44644279	44644698	+	420	0
ENSMUSE00001339374	1	44756942	44758492	+	1551	1
ENSMUSE00001335045	1	44839171	44839698	+	528	0
ENSMUSE00001329289	1	45178067	45179006	+	940	0
ENSMUSE00001224969	1	45311538	45325018	+	13481	0
ENSMUSE00001246420	1	45311538	45349706	+	38169	4
ENSMUSE00001318280	1	45311647	45317003	+	5357	0
ENSMUSE00001351284	1	45311673	45311813	+	141	0
ENSMUSE00001306247	1	45327589	45328894	+	1306	0
ENSMUSE00001322660	1	45334200	45337297	+	3098	0
ENSMUSE00000603085	1	45335766	45340674	+	4909	0
ENSMUSE00000548540	1	45339958	45347766	+	7809	2
ENSMUSE00001325960	1	45602026	45602753	+	728	0
ENSMUSE00000522480	1	45746895	45747025	+	131	0
ENSMUSE00001322167	1	45768337	45769486	+	1150	2
ENSMUSE00000846274	1	45772962	45773164	+	203	0
ENSMUSE00000806956	1	45795166	45823619	+	28454	586
ENSMUSE00000776099	1	45795449	45823604	+	28156	586
ENSMUSE00001242339	1	45795503	45802355	+	6853	125
ENSMUSE00001268309	1	45795507	45803929	+	8423	171
ENSMUSE00001215165	1	45801989	45823515	+	21527	478
ENSMUSE00001297372	1	45803686	45805447	+	1762	60
ENSMUSE00001250790	1	45814678	45823619	+	8942	187
ENSMUSE00001214450	1	45822265	45823513	+	1249	37
ENSMUSE00001252541	1	45822558	45823616	+	1059	31
ENSMUSE00001319752	1	45905623	45906798	+	1176	0
ENSMUSE00001320303	1	45971182	45976975	+	5794	5
ENSMUSE00000602836	1	45981548	45982012	+	465	0
ENSMUSE00001325739	1	46056310	46058986	+	2677	1
ENSMUSE00001325023	1	46066315	46067380	+	1066	2
ENSMUSE00001006918	1	46066738	46373546	+	306809	48
ENSMUSE00001335832	1	46144697	46178717	+	34021	6
ENSMUSE00001334980	1	46235248	46271190	+	35943	1
ENSMUSE00001321527	1	46321621	46325736	+	4116	0
ENSMUSE00001319659	1	46356620	46373540	+	16921	2
ENSMUSE00000991700	1	46374197	46374315	+	119	0
ENSMUSE00001333223	1	46414502	46416932	+	2431	5
ENSMUSE00001324984	1	46425592	46807476	+	381885	64
ENSMUSE00001066200	1	46608961	46626111	+	17151	2
ENSMUSE00001331582	1	46639148	46649353	+	10206	0
ENSMUSE00001329928	1	46640231	46649426	+	9196	0
ENSMUSE00001331212	1	46654005	46659678	+	5674	0
ENSMUSE00001333682	1	47067788	47068025	+	238	0
ENSMUSE00001321420	1	47153461	47189071	+	35611	7
ENSMUSE00001330132	1	47478868	47480198	+	1331	0
ENSMUSE00001338537	1	47605996	47606901	+	906	2
ENSMUSE00001335333	1	47657693	47659630	+	1938	15
ENSMUSE00001329076	1	48527639	48527851	+	213	0
ENSMUSE00001323173	1	48783663	48784593	+	931	0
ENSMUSE00001180537	1	48881713	48882723	+	1011	0
ENSMUSE00000945697	1	49095444	49095885	+	442	0
ENSMUSE00001319547	1	49236252	49237244	+	993	0
ENSMUSE00000548036	1	49244616	49340443	+	95828	14
ENSMUSE00001323126	1	49498553	49498992	+	440	0
ENSMUSE00001329601	1	50056782	50058490	+	1709	1
ENSMUSE00001318154	1	50107470	50108962	+	1493	0
ENSMUSE00001322914	1	50533030	50533191	+	162	0
ENSMUSE00000722463	1	50559762	50560075	+	314	0
ENSMUSE00001326956	1	50815375	50817701	+	2327	0
ENSMUSE00000746457	1	50900647	50915430	+	14784	4
ENSMUSE00001323546	1	50904444	50905918	+	1475	0
ENSMUSE00000699794	1	50909962	50979920	+	69959	4
ENSMUSE00000155843	1	50927519	51187270	+	259752	16
ENSMUSE00000945813	1	51015313	51015413	+	101	0
ENSMUSE00001322789	1	51148309	51150581	+	2273	2
ENSMUSE00001322497	1	51195221	51197748	+	2528	0
ENSMUSE00000398988	1	51289126	51302960	+	13835	1
ENSMUSE00000883116	1	51987148	52107189	+	120042	5293
ENSMUSE00000547816	1	52008243	52107184	+	98942	5292
ENSMUSE00001321676	1	52008626	52072444	+	63819	2224
ENSMUSE00001318186	1	52077261	52156087	+	78827	6343
ENSMUSE00001331209	1	52105449	52107188	+	1740	162
ENSMUSE00000699657	1	52119440	52155412	+	35973	2620
ENSMUSE00000384530	1	52119455	52161865	+	42411	3727
ENSMUSE00000473610	1	52119490	52160730	+	41241	3585
ENSMUSE00001328059	1	52119559	52120394	+	836	98
ENSMUSE00001324562	1	52150104	52152399	+	2296	358
ENSMUSE00000630006	1	52150258	52161863	+	11606	1783
ENSMUSE00000630003	1	52152253	52159560	+	7308	1151
ENSMUSE00001327231	1	52522239	52522701	+	463	1
ENSMUSE00001319763	1	52522902	52582679	+	59778	65
ENSMUSE00001072252	1	52584518	52585159	+	642	0
ENSMUSE00000547501	1	52630703	52651919	+	21217	369
ENSMUSE00001041557	1	52630737	52651919	+	21183	369
ENSMUSE00001328729	1	52630752	52651919	+	21168	369
ENSMUSE00001332549	1	52756719	52757129	+	411	0
ENSMUSE00001327815	1	52844929	52848693	+	3765	9
ENSMUSE00000856585	1	52845013	52920981	+	75969	246
ENSMUSE00000859891	1	52845044	52885337	+	40294	46
ENSMUSE00001289350	1	52845046	52920986	+	75941	246
ENSMUSE00001257831	1	52851768	52860143	+	8376	10
ENSMUSE00001242029	1	52865089	52901320	+	36232	55
ENSMUSE00000853377	1	52902633	52913760	+	11128	108
ENSMUSE00001329561	1	53061640	53068079	+	6440	0
ENSMUSE00000155734	1	53061657	53068045	+	6389	0
ENSMUSE00000847844	1	53100050	53100150	+	101	0
ENSMUSE00001322578	1	53196113	53197695	+	1583	0
ENSMUSE00000381173	1	53297095	53310309	+	13215	37
ENSMUSE00001325153	1	53297111	53318035	+	20925	62
ENSMUSE00000823456	1	53313624	53326343	+	12720	38
ENSMUSE00001307638	1	53313654	53326174	+	12521	38
ENSMUSE00000826226	1	53313657	53318658	+	5002	21
ENSMUSE00001289653	1	53319709	53326175	+	6467	16
ENSMUSE00001324875	1	53363114	53363686	+	573	0
ENSMUSE00001332282	1	53390415	53392585	+	2171	0
ENSMUSE00001339154	1	53791201	53792657	+	1457	2
ENSMUSE00001317704	1	53849424	53849495	+	72	0
ENSMUSE00001245061	1	54250683	54368727	+	118045	20
ENSMUSE00001307583	1	54250683	54278961	+	28279	8
ENSMUSE00001241662	1	54250722	54368470	+	117749	20
ENSMUSE00001305873	1	54329992	54368608	+	38617	4
ENSMUSE00001208682	1	54354596	54368603	+	14008	1
ENSMUSE00001328625	1	54566703	54567281	+	579	2
ENSMUSE00001329749	1	54681729	54736816	+	55088	14
ENSMUSE00001331485	1	54690496	54767524	+	77029	16
ENSMUSE00000847755	1	54769218	54769322	+	105	0
ENSMUSE00000459805	1	55052770	55072702	+	19933	941
ENSMUSE00001324509	1	55052869	55054093	+	1225	72
ENSMUSE00001335801	1	55059639	55061757	+	2119	97
ENSMUSE00001326954	1	55066264	55067069	+	806	79
ENSMUSE00000773416	1	55088132	55091307	+	3176	58
ENSMUSE00000699346	1	55088314	55089915	+	1602	33
ENSMUSE00000856290	1	55127297	55128287	+	991	209
ENSMUSE00000860932	1	55131231	55154899	+	23669	972
ENSMUSE00000866200	1	55131260	55154898	+	23639	972
ENSMUSE00001270492	1	55131282	55152999	+	21718	888
ENSMUSE00001226001	1	55131287	55153359	+	22073	897
ENSMUSE00001246105	1	55131320	55152783	+	21464	884
ENSMUSE00001250334	1	55131326	55145383	+	14058	502
ENSMUSE00001334378	1	55147630	55148517	+	888	56
ENSMUSE00001109258	1	55226251	55235622	+	9372	0
ENSMUSE00001145584	1	55226298	55235029	+	8732	0
ENSMUSE00000343458	1	55237177	55248470	+	11294	150
ENSMUSE00000851655	1	55335401	55335796	+	396	6
ENSMUSE00000629950	1	55405921	55754285	+	348365	1833
ENSMUSE00001338150	1	55440904	55445930	+	5027	45
ENSMUSE00001340925	1	55559460	55561055	+	1596	9
ENSMUSE00001326735	1	55702025	55735227	+	33203	69
ENSMUSE00001332298	1	55931241	55972098	+	40858	4
ENSMUSE00001324092	1	55960914	55972328	+	11415	1
ENSMUSE00001320844	1	56018978	56020203	+	1226	0
ENSMUSE00001326026	1	56019023	56020137	+	1115	0
ENSMUSE00001333569	1	56451407	56451562	+	156	0
ENSMUSE00001323763	1	56531824	56533876	+	2053	0
ENSMUSE00001323110	1	56971412	56975197	+	3786	0
ENSMUSE00001323058	1	56971478	56973608	+	2131	0
ENSMUSE00001324345	1	56971480	57042515	+	71036	12
ENSMUSE00001343319	1	56972332	56975193	+	2862	0
ENSMUSE00001345193	1	56976803	56978640	+	1838	0
ENSMUSE00001332524	1	57040393	57050084	+	9692	0
ENSMUSE00001321054	1	57127340	57129400	+	2061	0
ENSMUSE00000357924	1	57377620	57385423	+	7804	34
ENSMUSE00001332918	1	57377633	57380162	+	2530	17
ENSMUSE00001336054	1	57377640	57380078	+	2439	17
ENSMUSE00000154567	1	57406328	57417953	+	11626	166
ENSMUSE00001326409	1	57406759	57411632	+	4874	60
ENSMUSE00000846863	1	57467870	57468026	+	157	0
ENSMUSE00000903496	1	57774162	57885768	+	111607	14
ENSMUSE00000699223	1	57774249	57948394	+	174146	18
ENSMUSE00000907695	1	57774419	57800438	+	26020	1
ENSMUSE00000699224	1	57774917	57799580	+	24664	1
ENSMUSE00001235172	1	57845571	57946965	+	101395	11
ENSMUSE00000888976	1	57902071	57938021	+	35951	2
ENSMUSE00000699214	1	57995971	58025899	+	29929	34
ENSMUSE00001321189	1	58022716	58025898	+	3183	3
ENSMUSE00000860593	1	58029931	58106413	+	76483	13
ENSMUSE00000465652	1	58029964	58070879	+	40916	1
ENSMUSE00000854267	1	58113130	58115009	+	1880	0
ENSMUSE00000855684	1	58113136	58200698	+	87563	3
ENSMUSE00000857816	1	58113138	58122105	+	8968	0
ENSMUSE00001234877	1	58113186	58139122	+	25937	2
ENSMUSE00000870846	1	58169624	58172247	+	2624	0
ENSMUSE00000240571	1	58210397	58268597	+	58201	2
ENSMUSE00000861866	1	58210432	58260382	+	49951	2
ENSMUSE00001227307	1	58210451	58215410	+	4960	0
ENSMUSE00001335169	1	58211218	58213362	+	2145	0
ENSMUSE00000864280	1	58240606	58245161	+	4556	0
ENSMUSE00000699111	1	58278326	58380259	+	101934	28
ENSMUSE00001323405	1	58392898	58407353	+	14456	1531
ENSMUSE00000487478	1	58393124	58405487	+	12364	1354
ENSMUSE00000268036	1	58393470	58405131	+	11662	1303
ENSMUSE00000707270	1	58445151	58463456	+	18306	351
ENSMUSE00000866268	1	58445267	58481816	+	36550	353
ENSMUSE00000766708	1	58445729	58448050	+	2322	48
ENSMUSE00001273725	1	58447631	58462266	+	14636	297
ENSMUSE00001225976	1	58449167	58457800	+	8634	204
ENSMUSE00001335876	1	58453404	58456188	+	2785	68
ENSMUSE00001321625	1	58457685	58461384	+	3700	59
ENSMUSE00000866909	1	58505148	58512616	+	7469	16
ENSMUSE00000872108	1	58505152	58517530	+	12379	28
ENSMUSE00000736751	1	58505155	58523230	+	18076	42
ENSMUSE00000337266	1	58586384	58595964	+	9581	21
ENSMUSE00001335198	1	58630375	58637344	+	6970	3
ENSMUSE00000474524	1	58646688	58647239	+	552	4
ENSMUSE00001326541	1	58652641	58655831	+	3191	34
ENSMUSE00001323637	1	58654945	58655074	+	130	8
ENSMUSE00001326557	1	58702309	58703986	+	1678	0
ENSMUSE00000912974	1	58711508	58754341	+	42834	1003
ENSMUSE00000698898	1	58711510	58753976	+	42467	985
ENSMUSE00000822702	1	58711516	58714303	+	2788	131
ENSMUSE00000796386	1	58711534	58713889	+	2356	99
ENSMUSE00000878511	1	58711544	58717554	+	6011	344
ENSMUSE00001287286	1	58711560	58758884	+	47325	1131
ENSMUSE00000839426	1	58713302	58723070	+	9769	579
ENSMUSE00001327125	1	58713886	58717562	+	3677	258
ENSMUSE00001224810	1	58730552	58752453	+	21902	204
ENSMUSE00001331625	1	58785209	58785659	+	451	0
ENSMUSE00000155083	1	58795374	58847503	+	52130	2200
ENSMUSE00000155089	1	58795477	58846754	+	51278	2164
ENSMUSE00001345716	1	58797783	58801623	+	3841	248
ENSMUSE00000155091	1	58802502	58847008	+	44507	1815
ENSMUSE00000698824	1	58973522	58995715	+	22194	51
ENSMUSE00001288260	1	58991058	58994359	+	3302	19
ENSMUSE00001328643	1	59014224	59059481	+	45258	4
ENSMUSE00001324162	1	59036055	59037906	+	1852	0
ENSMUSE00000664581	1	59070988	59071118	+	131	0
ENSMUSE00001197431	1	59119833	59122139	+	2307	2
ENSMUSE00001319109	1	59119833	59122141	+	2309	2
ENSMUSE00001330654	1	59151047	59169320	+	18274	1
ENSMUSE00001334480	1	59155607	59156989	+	1383	1
ENSMUSE00000869373	1	59256906	59352993	+	96088	8
ENSMUSE00001004929	1	59256907	59352369	+	95463	8
ENSMUSE00000849509	1	59257128	59257878	+	751	0
ENSMUSE00000853769	1	59298936	59352448	+	53513	4
ENSMUSE00001327106	1	59378930	59392299	+	13370	0
ENSMUSE00000698652	1	59482424	59486955	+	4532	3
ENSMUSE00000629864	1	59516264	59634509	+	118246	12
ENSMUSE00000413442	1	59524294	59552527	+	28234	0
ENSMUSE00001321442	1	59544221	59556294	+	12074	0
ENSMUSE00001325518	1	59548831	59562791	+	13961	1
ENSMUSE00001327826	1	59558008	59566636	+	8629	1
ENSMUSE00000545797	1	59582396	59607805	+	25410	4
ENSMUSE00001326675	1	59606782	59628261	+	21480	0
ENSMUSE00001333200	1	59606816	59630303	+	23488	0
ENSMUSE00001330441	1	59619414	59628243	+	8830	0
ENSMUSE00000847786	1	59626580	59626664	+	85	0
ENSMUSE00001021386	1	59630323	59636417	+	6095	1
ENSMUSE00001330101	1	59673241	59673625	+	385	0
ENSMUSE00001329107	1	59684971	59692666	+	7696	338
ENSMUSE00001333337	1	59684977	59711510	+	26534	1526
ENSMUSE00001328232	1	59684985	59696077	+	11093	569
ENSMUSE00000154968	1	59685006	59690989	+	5984	225
ENSMUSE00000154976	1	59685009	59719044	+	34036	1811
ENSMUSE00001321346	1	59690179	59698386	+	8208	609
ENSMUSE00000664310	1	59691934	59692020	+	87	12
ENSMUSE00001324310	1	59692444	59704209	+	11766	809
ENSMUSE00000664323	1	59692509	59692592	+	84	17
ENSMUSE00000154967	1	59696027	59704161	+	8135	559
ENSMUSE00000154966	1	59698416	59707064	+	8649	490
ENSMUSE00001324197	1	59704159	59709099	+	4941	304
ENSMUSE00000292361	1	59704198	59711279	+	7082	442
ENSMUSE00000848022	1	59704258	59704338	+	81	16
ENSMUSE00000292351	1	59704709	59711280	+	6572	390
ENSMUSE00000847603	1	59704790	59704873	+	84	10
ENSMUSE00001043723	1	59763400	59879014	+	115615	369
ENSMUSE00001340514	1	59801263	59804700	+	3438	12
ENSMUSE00001324222	1	59850665	59852351	+	1687	5
ENSMUSE00001331345	1	59851477	59856195	+	4719	9
ENSMUSE00000487837	1	59913006	59985346	+	72341	4681
ENSMUSE00001341900	1	59929688	59935102	+	5415	305
ENSMUSE00001191060	1	59970680	59981515	+	10836	609
ENSMUSE00001320725	1	59979181	59980938	+	1758	98
ENSMUSE00000833844	1	60098247	60151032	+	52786	209
ENSMUSE00000736279	1	60098264	60125977	+	27714	97
ENSMUSE00000774171	1	60098264	60109061	+	10798	47
ENSMUSE00001318994	1	60101246	60104480	+	3235	10
ENSMUSE00000769092	1	60105344	60153953	+	48610	202
ENSMUSE00001144232	1	60108081	60150729	+	42649	164
ENSMUSE00001205382	1	60108102	60150800	+	42699	164
ENSMUSE00000718103	1	60117255	60117685	+	431	5
ENSMUSE00001330472	1	60139796	60142211	+	2416	24
ENSMUSE00001222568	1	60141448	60148027	+	6580	32
ENSMUSE00000895981	1	60180599	60338328	+	157730	685
ENSMUSE00000861518	1	60180812	60185898	+	5087	24
ENSMUSE00000354206	1	60222202	60235561	+	13360	97
ENSMUSE00001335769	1	60227222	60229898	+	2677	26
ENSMUSE00001327757	1	60235464	60282038	+	46575	272
ENSMUSE00000864807	1	60260306	60331466	+	71161	374
ENSMUSE00001325939	1	60266139	60269356	+	3218	18
ENSMUSE00000854423	1	60278770	60291929	+	13160	64
ENSMUSE00001327146	1	60283935	60286196	+	2262	10
ENSMUSE00001329517	1	60343323	60372707	+	29385	76
ENSMUSE00001334337	1	60343323	60388060	+	44738	138
ENSMUSE00001345292	1	60353119	60354176	+	1058	3
ENSMUSE00000601545	1	60409619	60481158	+	71540	175
ENSMUSE00000629858	1	60409695	60481158	+	71464	175
ENSMUSE00001331257	1	60409781	60444778	+	34998	73
ENSMUSE00000629857	1	60409795	60447304	+	37510	84
ENSMUSE00001333548	1	60409808	60434492	+	24685	49
ENSMUSE00000629855	1	60437083	60477758	+	40676	107
ENSMUSE00000712381	1	60537020	60537436	+	417	1
ENSMUSE00000717504	1	60700872	60701937	+	1066	0
ENSMUSE00000712753	1	60703932	60705149	+	1218	905
ENSMUSE00000807786	1	60716800	60763163	+	46364	6379
ENSMUSE00000752356	1	60746358	60773359	+	27002	9159
ENSMUSE00000154893	1	60746402	60764626	+	18225	6735
ENSMUSE00000752711	1	60778843	60803790	+	24948	302
ENSMUSE00001344202	1	60779352	60781461	+	2110	48
ENSMUSE00000712269	1	60792490	60793832	+	1343	19
ENSMUSE00000715628	1	60809116	60809942	+	827	3
ENSMUSE00001339411	1	60880338	60881738	+	1401	0
ENSMUSE00000766445	1	60887000	60912716	+	25717	495
ENSMUSE00000710637	1	60900898	60901422	+	525	29
ENSMUSE00000500893	1	60909025	60915832	+	6808	629
ENSMUSE00000154887	1	60909171	60914769	+	5599	562
ENSMUSE00000662725	1	60977927	61000320	+	22394	640
ENSMUSE00001345958	1	60989479	60991963	+	2485	43
