# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-f" "-g" "ID" "-p" "-O" "-a" "/gpfs/group/pipkin/Exp337/codes/GRCm38_exon_rmdup_srt_cb_srt_dupr_r.gff" "-o" "337-6_r.txt" "/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-6_pos_pSrt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-6_pos_pSrt.bam
ENSMUSE00001338027	1	36143486	36244161	-	100676	2588
ENSMUSE00001315382	1	36144252	36144313	-	62	5
ENSMUSE00001305549	1	36146157	36150524	-	4368	118
ENSMUSE00001296385	1	36161747	36173473	-	11727	356
ENSMUSE00001261540	1	36162226	36182634	-	20409	636
ENSMUSE00000929445	1	36163379	36164959	-	1581	51
ENSMUSE00001304613	1	36178605	36244107	-	65503	1515
ENSMUSE00001220900	1	36185887	36210030	-	24144	664
ENSMUSE00001297426	1	36195975	36208204	-	12230	382
ENSMUSE00001342506	1	36243639	36244720	-	1082	33
ENSMUSE00000362829	1	36264597	36273435	-	8839	459
ENSMUSE00001333722	1	36268861	36274679	-	5819	295
ENSMUSE00000156007	1	36335730	36369181	-	33452	2074
ENSMUSE00001331717	1	36335730	36369157	-	33428	2074
ENSMUSE00001330752	1	36337573	36369171	-	31599	1872
ENSMUSE00001315707	1	36348682	36348758	-	77	19
ENSMUSE00001332205	1	36354719	36368041	-	13323	837
ENSMUSE00001341912	1	36358129	36369155	-	11027	655
ENSMUSE00001320552	1	36365628	36368041	-	2414	216
ENSMUSE00001322208	1	36367966	36369102	-	1137	47
ENSMUSE00001344612	1	36419871	36439668	-	19798	831
ENSMUSE00001245826	1	36422065	36445271	-	23207	953
ENSMUSE00000839612	1	36423186	36441872	-	18687	750
ENSMUSE00001248677	1	36424506	36428366	-	3861	141
ENSMUSE00001039245	1	36428392	36445271	-	16880	704
ENSMUSE00001337714	1	36443745	36445257	-	1513	68
ENSMUSE00001338792	1	36527534	36528237	-	704	3
ENSMUSE00001341871	1	36530188	36536521	-	6334	254
ENSMUSE00001338652	1	36530193	36539358	-	9166	450
ENSMUSE00001377335	1	36530534	36535739	-	5206	209
ENSMUSE00001378901	1	36533987	36536883	-	2897	141
ENSMUSE00001376686	1	36534052	36539429	-	5378	320
ENSMUSE00001377105	1	36537507	36547219	-	9713	424
ENSMUSE00001377761	1	36538094	36547445	-	9352	383
ENSMUSE00001380326	1	36539360	36547231	-	7872	280
ENSMUSE00001380537	1	36539469	36542230	-	2762	127
ENSMUSE00001378268	1	36541837	36547219	-	5383	172
ENSMUSE00001377331	1	36545331	36547219	-	1889	82
ENSMUSE00000701348	1	36548639	36558349	-	9711	236
ENSMUSE00001344994	1	36548642	36557557	-	8916	225
ENSMUSE00001338008	1	36551726	36552894	-	1169	47
ENSMUSE00001339049	1	36553224	36554230	-	1007	34
ENSMUSE00001373664	1	36554400	36558250	-	3851	90
ENSMUSE00000701335	1	36562692	36683183	-	120492	56
ENSMUSE00000755395	1	36562696	36600411	-	37716	14
ENSMUSE00001338256	1	36562696	36600432	-	37737	14
ENSMUSE00001338864	1	36562696	36589317	-	26622	10
ENSMUSE00000360812	1	36564328	36600954	-	36627	14
ENSMUSE00001338063	1	36564867	36587687	-	22821	8
ENSMUSE00000862750	1	36698114	36710008	-	11895	954
ENSMUSE00000858698	1	36701213	36701651	-	439	61
ENSMUSE00001320377	1	36701672	36709947	-	8276	596
ENSMUSE00000550288	1	36701763	36714422	-	12660	595
ENSMUSE00000853939	1	36702482	36707167	-	4686	390
ENSMUSE00001226304	1	36706548	36709919	-	3372	209
ENSMUSE00001340103	1	36739048	36744792	-	5745	4
ENSMUSE00001117170	1	36764863	36765172	-	310	0
ENSMUSE00001153502	1	36765018	36765874	-	857	1
ENSMUSE00000355789	1	36792191	36939527	-	147337	5240
ENSMUSE00001343561	1	36792194	36939822	-	147629	5240
ENSMUSE00001324402	1	36800953	36816586	-	15634	718
ENSMUSE00001334254	1	36808539	36810536	-	1998	123
ENSMUSE00000155925	1	36814142	36818761	-	4620	199
ENSMUSE00000155912	1	36815920	36819152	-	3233	120
ENSMUSE00001322647	1	36818660	36824781	-	6122	187
ENSMUSE00001339583	1	36841672	36943666	-	101995	3427
ENSMUSE00001336407	1	36871903	36872045	-	143	15
ENSMUSE00001342389	1	36913601	36916539	-	2939	140
ENSMUSE00001338021	1	36922797	36926348	-	3552	175
ENSMUSE00000713362	1	36957930	36958427	-	498	5
ENSMUSE00001338755	1	37132273	37133264	-	992	1
ENSMUSE00001343130	1	37299352	37299697	-	346	0
ENSMUSE00000732437	1	37329667	37334156	-	4490	2
ENSMUSE00001343627	1	37330971	37331504	-	534	2
ENSMUSE00000834104	1	37333539	37334172	-	634	0
ENSMUSE00000345288	1	37417084	37430103	-	13020	504
ENSMUSE00001339618	1	37428512	37430000	-	1489	47
ENSMUSE00000228713	1	37439340	37536235	-	96896	844
ENSMUSE00000743756	1	37439340	37541016	-	101677	869
ENSMUSE00000840871	1	37443716	37536404	-	92689	802
ENSMUSE00000228692	1	37444320	37496130	-	51811	498
ENSMUSE00001309016	1	37462913	37496133	-	33221	393
ENSMUSE00001343873	1	37485851	37488605	-	2755	91
ENSMUSE00000738172	1	37487193	37488982	-	1790	82
ENSMUSE00001342315	1	37495726	37498838	-	3113	25
ENSMUSE00001340856	1	37533213	37536251	-	3039	39
ENSMUSE00000868119	1	37611677	37720085	-	108409	60
ENSMUSE00000869146	1	37611677	37625242	-	13566	8
ENSMUSE00000913895	1	37637986	37719795	-	81810	47
ENSMUSE00001345380	1	37694447	37696664	-	2218	1
ENSMUSE00000497115	1	37754776	37865079	-	110304	80
ENSMUSE00000995442	1	37760823	37855374	-	94552	68
ENSMUSE00001077263	1	37760823	37866429	-	105607	80
ENSMUSE00000823852	1	37840062	37843721	-	3660	6
ENSMUSE00000828703	1	37874801	37890407	-	15607	227
ENSMUSE00001291868	1	37878888	37890411	-	11524	183
ENSMUSE00000731887	1	37878890	37880118	-	1229	19
ENSMUSE00000742205	1	37878988	37881868	-	2881	58
ENSMUSE00000731449	1	37881929	37890276	-	8348	125
ENSMUSE00000603611	1	37905923	37916493	-	10571	6
ENSMUSE00000498951	1	37946736	37957759	-	11024	5
ENSMUSE00000838861	1	37946736	37948999	-	2264	0
ENSMUSE00001336598	1	37985189	37997315	-	12127	520
ENSMUSE00001276848	1	37987394	37997893	-	10500	416
ENSMUSE00000433203	1	37987396	37997224	-	9829	416
ENSMUSE00001267966	1	37987640	37995845	-	8206	359
ENSMUSE00001339383	1	37995915	37997262	-	1348	51
ENSMUSE00000492869	1	38052786	38129662	-	76877	2130
ENSMUSE00001345400	1	38052796	38088132	-	35337	998
ENSMUSE00001340402	1	38053300	38054250	-	951	48
ENSMUSE00001345849	1	38056522	38057705	-	1184	48
ENSMUSE00000155627	1	38067614	38083783	-	16170	425
ENSMUSE00000155612	1	38071383	38085654	-	14272	398
ENSMUSE00001339697	1	38074649	38081361	-	6713	211
ENSMUSE00001336374	1	38076295	38077305	-	1011	44
ENSMUSE00001342737	1	38079078	38083849	-	4772	117
ENSMUSE00000399269	1	38092151	38129801	-	37651	1056
ENSMUSE00000603567	1	38177326	38627185	-	449860	7342
ENSMUSE00001345829	1	38177327	38664955	-	487629	8118
ENSMUSE00001265271	1	38181262	38197443	-	16182	144
ENSMUSE00001343745	1	38335431	38664955	-	329525	6192
ENSMUSE00000630219	1	38535159	38664955	-	129797	2683
ENSMUSE00000831500	1	38793645	38836711	-	43067	15
ENSMUSE00000603484	1	38794509	38821215	-	26707	14
ENSMUSE00001336694	1	38835197	38836374	-	1178	1
ENSMUSE00001055408	1	38863867	38898153	-	34287	136
ENSMUSE00001344495	1	38863867	38898010	-	34144	136
ENSMUSE00000603475	1	38863875	38871760	-	7886	32
ENSMUSE00000996275	1	38863877	38898161	-	34285	136
ENSMUSE00001370480	1	38873949	38898134	-	24186	96
ENSMUSE00001344257	1	38890632	38897986	-	7355	45
ENSMUSE00001342537	1	39048648	39057637	-	8990	6
ENSMUSE00001342135	1	39081252	39083338	-	2087	3
ENSMUSE00001316007	1	39186896	39186992	-	97	0
ENSMUSE00000941041	1	39276283	39276565	-	283	1
ENSMUSE00000516148	1	39371492	39478755	-	107264	88
ENSMUSE00001346249	1	39371867	39372433	-	567	1
ENSMUSE00000512148	1	39372296	39478700	-	106405	88
ENSMUSE00001342713	1	39391198	39392631	-	1434	0
ENSMUSE00001340719	1	39419048	39419932	-	885	0
ENSMUSE00000746709	1	39547570	39552002	-	4433	231
ENSMUSE00000664669	1	39548745	39548854	-	110	13
ENSMUSE00000443689	1	39551296	39577405	-	26110	1592
ENSMUSE00000391885	1	39552469	39577356	-	24888	1511
ENSMUSE00000754047	1	39555605	39558757	-	3153	196
ENSMUSE00001344139	1	39565093	39577303	-	12211	852
ENSMUSE00000522161	1	39573746	39573875	-	130	18
ENSMUSE00001342141	1	39597417	39598005	-	589	1
ENSMUSE00000443641	1	39618406	39651474	-	33069	15
ENSMUSE00000877968	1	39665301	39720997	-	55697	32
ENSMUSE00000791470	1	39680932	39691871	-	10940	6
ENSMUSE00001009033	1	39804148	39805332	-	1185	0
ENSMUSE00001323754	1	39839175	39845699	-	6525	8
ENSMUSE00001320405	1	39842423	39847334	-	4912	5
ENSMUSE00001342884	1	40049039	40050368	-	1330	0
ENSMUSE00001168759	1	40076228	40085851	-	9624	11
ENSMUSE00001344249	1	40572188	40580662	-	8475	5
ENSMUSE00001342683	1	40572208	40580648	-	8441	5
ENSMUSE00001336755	1	40582895	40586841	-	3947	0
ENSMUSE00001344909	1	40691442	40697636	-	6195	0
ENSMUSE00000357448	1	40772038	40790663	-	18626	14
ENSMUSE00000725286	1	40772041	40790687	-	18647	14
ENSMUSE00001306264	1	40781230	40790657	-	9428	7
ENSMUSE00001018626	1	40863737	40864232	-	496	0
ENSMUSE00001345700	1	41167587	41181252	-	13666	4
ENSMUSE00001325264	1	41526931	41529543	-	2613	2
ENSMUSE00001331152	1	42179290	42180388	-	1099	2
ENSMUSE00001335985	1	42238233	42238695	-	463	0
ENSMUSE00001321105	1	42324590	42355937	-	31348	16
ENSMUSE00001153566	1	42590782	42694808	-	104027	60
ENSMUSE00000947032	1	42648193	42694825	-	46633	33
ENSMUSE00001332666	1	42648199	42666991	-	18793	13
ENSMUSE00000950036	1	42648200	42651679	-	3480	2
ENSMUSE00001293178	1	42648378	42666912	-	18535	13
ENSMUSE00001323318	1	42666852	42694842	-	27991	20
ENSMUSE00000951540	1	42693027	42694825	-	1799	2
ENSMUSE00001098526	1	42707061	42713454	-	6394	4
ENSMUSE00001342122	1	42707072	42708052	-	981	1
ENSMUSE00000664413	1	42866685	42866818	-	134	0
ENSMUSE00000603264	1	43047200	43098622	-	51423	673
ENSMUSE00000603262	1	43047220	43092729	-	45510	642
ENSMUSE00001334887	1	43054708	43060933	-	6226	73
ENSMUSE00000603260	1	43059891	43092447	-	32557	466
ENSMUSE00000603263	1	43071496	43098608	-	27113	316
ENSMUSE00001319784	1	43074241	43092463	-	18223	241
ENSMUSE00001331976	1	43074482	43098637	-	24156	269
ENSMUSE00000343483	1	43123074	43163961	-	40888	73
ENSMUSE00000155420	1	43123290	43196984	-	73695	88
ENSMUSE00001324915	1	43131764	43196761	-	64998	73
ENSMUSE00001321623	1	43250156	43302925	-	52770	29
ENSMUSE00001334242	1	43741961	43743895	-	1935	48
ENSMUSE00001328607	1	43743584	43743852	-	269	21
ENSMUSE00001326783	1	43745784	43746282	-	499	21
ENSMUSE00000807711	1	43746966	43827800	-	80835	2180
ENSMUSE00001233172	1	43749512	43827774	-	78263	2104
ENSMUSE00001213609	1	43771730	43827762	-	56033	1622
ENSMUSE00001240595	1	43771730	43827750	-	56021	1622
ENSMUSE00001276863	1	43780118	43827762	-	47645	1156
ENSMUSE00001069497	1	43918777	43918886	-	110	1
ENSMUSE00000549018	1	44009408	44020006	-	10599	5
ENSMUSE00000869820	1	44009935	44017468	-	7534	2
ENSMUSE00000870426	1	44010510	44020034	-	9525	5
ENSMUSE00000855228	1	44018470	44018649	-	180	0
ENSMUSE00000912030	1	44055952	44061936	-	5985	55
ENSMUSE00000603182	1	44086613	44102391	-	15779	328
ENSMUSE00001252167	1	44086616	44102438	-	15823	328
ENSMUSE00001238756	1	44086810	44102441	-	15632	328
ENSMUSE00000603181	1	44086860	44102423	-	15564	326
ENSMUSE00000798279	1	44087029	44102433	-	15405	321
ENSMUSE00001296057	1	44088017	44102013	-	13997	292
ENSMUSE00001278395	1	44088502	44102414	-	13913	295
ENSMUSE00000769823	1	44091463	44110045	-	18583	269
ENSMUSE00001333844	1	44091564	44110790	-	19227	273
ENSMUSE00000767688	1	44106546	44118808	-	12263	100
ENSMUSE00000807034	1	44106885	44118753	-	11869	99
ENSMUSE00001221446	1	44106887	44118765	-	11879	99
ENSMUSE00001280695	1	44112083	44118765	-	6683	60
ENSMUSE00000786755	1	44204070	44218961	-	14892	3
ENSMUSE00000438086	1	44206425	44218913	-	12489	2
ENSMUSE00001333651	1	44330048	44331036	-	989	0
ENSMUSE00001326763	1	44463923	44464231	-	309	24
ENSMUSE00001333545	1	44739676	44744949	-	5274	1
ENSMUSE00001335678	1	44873486	44874152	-	667	0
ENSMUSE00001319699	1	44924149	44924893	-	745	1
ENSMUSE00001253881	1	45374321	45503282	-	128962	49
ENSMUSE00000786974	1	45389031	45393634	-	4604	1
ENSMUSE00001289818	1	45414199	45503282	-	89084	37
ENSMUSE00001212017	1	45417474	45422411	-	4938	1
ENSMUSE00001337824	1	45485836	45493052	-	7217	1
ENSMUSE00001331578	1	45513532	45514055	-	524	1
ENSMUSE00001321626	1	45519774	45520754	-	981	2
ENSMUSE00001075114	1	45685456	45685562	-	107	0
ENSMUSE00001327875	1	45833800	45836788	-	2989	2
ENSMUSE00000824165	1	45857332	45857754	-	423	11
ENSMUSE00001314212	1	45889525	45890273	-	749	3
ENSMUSE00001316999	1	45889941	45890078	-	138	2
ENSMUSE00000367005	1	45908068	45925582	-	17515	9
ENSMUSE00001333709	1	45915241	45925609	-	10369	5
ENSMUSE00001324012	1	45918928	45923309	-	4382	5
ENSMUSE00001327727	1	45918936	45925262	-	6327	5
ENSMUSE00000154705	1	45921217	45926519	-	5303	2
ENSMUSE00001322231	1	45923732	45926523	-	2792	0
ENSMUSE00001219468	1	46011757	46012020	-	264	0
ENSMUSE00000399741	1	46020072	46030469	-	10398	8
ENSMUSE00000350546	1	46020415	46030437	-	10023	7
ENSMUSE00001333689	1	46029631	46030246	-	616	2
ENSMUSE00000507163	1	46807544	46854046	-	46503	558
ENSMUSE00000816567	1	46817602	46835899	-	18298	207
ENSMUSE00001324026	1	46835640	46892852	-	57213	301
ENSMUSE00001323148	1	46835738	46888070	-	52333	298
ENSMUSE00001322607	1	46849529	46850479	-	951	25
ENSMUSE00001345322	1	46877203	46881072	-	3870	1
ENSMUSE00001336058	1	46896583	46896879	-	297	1
ENSMUSE00000711917	1	47365644	47366372	-	729	5
ENSMUSE00001345586	1	47433824	47435765	-	1942	1
ENSMUSE00001315931	1	47467021	47467125	-	105	0
ENSMUSE00001082558	1	47749279	47749399	-	121	0
ENSMUSE00000846527	1	47751299	47751568	-	270	0
ENSMUSE00001335817	1	47914989	47915815	-	827	3
ENSMUSE00001179838	1	48313866	48314851	-	986	0
ENSMUSE00000522168	1	48462173	48462293	-	121	0
ENSMUSE00001328050	1	48731579	48733090	-	1512	1
ENSMUSE00001323667	1	49173160	49173374	-	215	0
ENSMUSE00001326844	1	49399024	49400729	-	1706	0
ENSMUSE00001322057	1	49579150	49579586	-	437	0
ENSMUSE00001333203	1	50177566	50178291	-	726	1
ENSMUSE00001316713	1	50222389	50222520	-	132	0
ENSMUSE00001327100	1	50397552	50398079	-	528	1
ENSMUSE00001327918	1	51138281	51141222	-	2942	1
ENSMUSE00001328708	1	51218386	51333779	-	115394	57
ENSMUSE00001320368	1	51317528	51318552	-	1025	2
ENSMUSE00001324302	1	51457932	51458931	-	1000	3
ENSMUSE00001330519	1	51465862	51478399	-	12538	1183
ENSMUSE00001331327	1	51466007	51478399	-	12393	1180
ENSMUSE00000301667	1	51468690	51478399	-	9710	932
ENSMUSE00001322952	1	51470807	51478425	-	7619	687
ENSMUSE00001335637	1	51471339	51473396	-	2058	142
ENSMUSE00001324106	1	51475592	51478399	-	2808	381
ENSMUSE00001321908	1	51507086	51512329	-	5244	1
ENSMUSE00001329653	1	51509505	51596718	-	87214	42
ENSMUSE00001341610	1	51527005	51529369	-	2365	1
ENSMUSE00001334754	1	51696324	51697900	-	1577	0
ENSMUSE00001324359	1	51697125	51746943	-	49819	35
ENSMUSE00000819030	1	51749765	51916071	-	166307	85
ENSMUSE00001275750	1	51749982	51915941	-	165960	85
ENSMUSE00001267839	1	51749989	51907316	-	157328	80
ENSMUSE00000754995	1	51760353	51764470	-	4118	0
ENSMUSE00000742008	1	51762522	51770879	-	8358	5
ENSMUSE00001210063	1	51762590	51767392	-	4803	1
ENSMUSE00001313364	1	51766876	51776436	-	9561	6
ENSMUSE00000824723	1	51776393	51795225	-	18833	11
ENSMUSE00000793392	1	51779715	51782204	-	2490	1
ENSMUSE00000756578	1	51799536	51820546	-	21011	12
ENSMUSE00001271732	1	51810681	51915912	-	105232	56
ENSMUSE00000795061	1	51834464	51851106	-	16643	12
ENSMUSE00001324947	1	51847840	51849118	-	1279	0
ENSMUSE00001205128	1	51862645	51915921	-	53277	26
ENSMUSE00001330102	1	51877110	51879608	-	2499	0
ENSMUSE00001321568	1	51938254	51938665	-	412	0
ENSMUSE00001314949	1	51938974	51939095	-	122	0
ENSMUSE00000898546	1	51940664	51941261	-	598	3
ENSMUSE00000665238	1	52090635	52091066	-	432	3
ENSMUSE00001383754	1	52108121	52113751	-	5631	18
ENSMUSE00001326125	1	52134443	52135330	-	888	0
ENSMUSE00000713575	1	52163448	52233223	-	69776	4215
ENSMUSE00001244247	1	52165941	52232296	-	66356	4157
ENSMUSE00001303710	1	52166128	52190909	-	24782	1249
ENSMUSE00000785882	1	52166264	52168975	-	2712	26
ENSMUSE00000844934	1	52166282	52169145	-	2864	30
ENSMUSE00000829039	1	52168447	52190910	-	22464	1223
ENSMUSE00001217671	1	52184104	52233232	-	49129	3484
ENSMUSE00001210249	1	52185280	52200482	-	15203	1006
ENSMUSE00001298846	1	52185280	52212209	-	26930	2164
ENSMUSE00001288761	1	52189468	52197374	-	7907	395
ENSMUSE00001301941	1	52191200	52215594	-	24395	1895
ENSMUSE00000748274	1	52204170	52215594	-	11425	962
ENSMUSE00001307144	1	52205181	52214533	-	9353	747
ENSMUSE00001245423	1	52207301	52215943	-	8643	552
ENSMUSE00001291709	1	52214518	52232811	-	18294	1096
ENSMUSE00001331364	1	52287697	52289095	-	1399	0
ENSMUSE00000522417	1	52444436	52444544	-	109	0
ENSMUSE00000500965	1	52457294	52500679	-	43386	1319
ENSMUSE00001320237	1	52457294	52500300	-	43007	1319
ENSMUSE00000155744	1	52459218	52490736	-	31519	1024
ENSMUSE00000881108	1	52459241	52467057	-	7817	188
ENSMUSE00000377405	1	52490310	52500315	-	10006	266
ENSMUSE00001104759	1	52503234	52504229	-	996	0
ENSMUSE00001325138	1	52570014	52580291	-	10278	7
ENSMUSE00001338586	1	52653808	52655892	-	2085	6
ENSMUSE00000836511	1	52656286	52727462	-	71177	304
ENSMUSE00000300057	1	52656527	52709195	-	52669	241
ENSMUSE00001322370	1	52657435	52660298	-	2864	19
ENSMUSE00000838340	1	52660903	52669351	-	8449	36
ENSMUSE00000831511	1	52675623	52727358	-	51736	199
ENSMUSE00001320208	1	52702272	52704762	-	2491	15
ENSMUSE00000155740	1	52785427	52817688	-	32262	235
ENSMUSE00000961240	1	52789668	52799488	-	9821	102
ENSMUSE00001295393	1	52790056	52795048	-	4993	45
ENSMUSE00001300249	1	52794665	52817568	-	22904	163
ENSMUSE00000853706	1	52796979	52817451	-	20473	125
ENSMUSE00000849503	1	52873137	52873998	-	862	0
ENSMUSE00000699517	1	52922324	52963260	-	40937	40
ENSMUSE00000699519	1	52922324	52952844	-	30521	37
ENSMUSE00001334633	1	52925183	53020179	-	94997	54
ENSMUSE00001321298	1	52925187	52992655	-	67469	37
ENSMUSE00001321738	1	52925188	52972046	-	46859	28
ENSMUSE00001335603	1	52925198	52992656	-	67459	37
ENSMUSE00001324131	1	53158577	53187636	-	29060	61
ENSMUSE00000155725	1	53158600	53187608	-	29009	60
ENSMUSE00000781866	1	53189187	53297018	-	107832	1029
ENSMUSE00001254480	1	53197112	53297017	-	99906	973
ENSMUSE00000762884	1	53262895	53296967	-	34073	383
ENSMUSE00000762825	1	53275121	53282408	-	7288	64
ENSMUSE00000808601	1	53281947	53297015	-	15069	203
ENSMUSE00001325187	1	53295293	53297015	-	1723	25
ENSMUSE00000809465	1	53325507	53352667	-	27161	206
ENSMUSE00001323594	1	53326206	53333343	-	7138	4
ENSMUSE00001318011	1	53326232	53342186	-	15955	51
ENSMUSE00001292633	1	53344617	53352752	-	8136	128
ENSMUSE00001335317	1	53347831	53352752	-	4922	76
ENSMUSE00001333239	1	53348238	53351275	-	3038	47
ENSMUSE00001456474	1	53348479	53352619	-	4141	59
ENSMUSE00000824616	1	53350317	53352570	-	2254	31
ENSMUSE00001332912	1	53362149	53362471	-	323	0
ENSMUSE00001327037	1	53397006	53706761	-	309756	228
ENSMUSE00000945564	1	53443271	53443395	-	125	0
ENSMUSE00001006171	1	53698030	53706784	-	8755	3
ENSMUSE00000455328	1	53755506	53785224	-	29719	1727
ENSMUSE00001323079	1	53760573	53762693	-	2121	157
ENSMUSE00000155699	1	53761149	53785157	-	24009	1348
ENSMUSE00000715624	1	53806876	54194048	-	387173	147
ENSMUSE00001233055	1	53806882	54195034	-	388153	148
ENSMUSE00000802873	1	53832692	53841171	-	8480	4
ENSMUSE00001255297	1	53839017	53866512	-	27496	8
ENSMUSE00000846459	1	53886828	53886941	-	114	0
ENSMUSE00000743872	1	53941496	54195168	-	253673	102
ENSMUSE00001337435	1	54152397	54155096	-	2700	0
ENSMUSE00001074038	1	54249102	54249208	-	107	0
ENSMUSE00000477992	1	54396004	54438971	-	42968	510
ENSMUSE00001319774	1	54420149	54424054	-	3906	65
ENSMUSE00001325766	1	54427304	54428911	-	1608	26
ENSMUSE00001384258	1	54443404	54456763	-	13360	4
ENSMUSE00001330632	1	54472994	54557682	-	84689	437
ENSMUSE00001346027	1	54518610	54520270	-	1661	20
ENSMUSE00000602221	1	54524284	54557684	-	33401	122
ENSMUSE00001321041	1	54526200	54529446	-	3247	17
ENSMUSE00001325446	1	54554603	54557627	-	3025	15
ENSMUSE00001208344	1	54645340	54926387	-	281048	12879
ENSMUSE00001333695	1	54645340	54648613	-	3274	171
ENSMUSE00001236712	1	54649097	54657687	-	8591	254
ENSMUSE00001298367	1	54651669	54763728	-	112060	3949
ENSMUSE00001044760	1	54654911	54690947	-	36037	942
ENSMUSE00001287712	1	54667213	54723076	-	55864	1997
ENSMUSE00000981541	1	54722568	54724423	-	1856	82
ENSMUSE00001007771	1	54728987	54735644	-	6658	203
ENSMUSE00000978758	1	54735302	54926354	-	191053	9881
ENSMUSE00001341927	1	54737166	54738575	-	1410	75
ENSMUSE00001227407	1	54743299	54766423	-	23125	915
ENSMUSE00001214117	1	54760569	54768827	-	8259	296
ENSMUSE00001219433	1	54760887	54926387	-	165501	8747
ENSMUSE00001253543	1	54762368	54813443	-	51076	1491
ENSMUSE00001298101	1	54766792	54884711	-	117920	5120
ENSMUSE00001336124	1	54913845	54916594	-	2750	296
ENSMUSE00000404773	1	54985169	55027481	-	42313	3000
ENSMUSE00001326562	1	54985173	54991115	-	5943	442
ENSMUSE00001326119	1	54988953	54992541	-	3589	290
ENSMUSE00001324536	1	55003151	55027464	-	24314	1518
ENSMUSE00001328322	1	55007666	55015193	-	7528	477
ENSMUSE00000154641	1	55012252	55027394	-	15143	888
ENSMUSE00001322645	1	55015801	55027373	-	11573	556
ENSMUSE00001330829	1	55015931	55016929	-	999	159
ENSMUSE00001340798	1	55051319	55053112	-	1794	1
ENSMUSE00000154608	1	55077835	55088024	-	10190	1717
ENSMUSE00000154614	1	55083067	55088243	-	5177	752
ENSMUSE00001328912	1	55120080	55120873	-	794	0
ENSMUSE00000850628	1	55160747	55161053	-	307	0
ENSMUSE00001208459	1	55170159	55226782	-	56624	79
ENSMUSE00000775229	1	55203945	55206489	-	2545	7
ENSMUSE00001241904	1	55223942	55226782	-	2841	5
ENSMUSE00000855344	1	55248658	55300178	-	51521	358
ENSMUSE00001256402	1	55268856	55360741	-	91886	563
ENSMUSE00001253888	1	55300069	55363469	-	63401	311
ENSMUSE00001334801	1	55300069	55362726	-	62658	311
ENSMUSE00001219698	1	55348915	55360741	-	11827	69
ENSMUSE00001335000	1	55370016	55370363	-	348	0
ENSMUSE00001321338	1	55381195	55382087	-	893	0
ENSMUSE00001323315	1	55444074	55445024	-	951	17
ENSMUSE00001345163	1	55960404	55960756	-	353	0
ENSMUSE00000411336	1	56636044	56637435	-	1392	1
ENSMUSE00000745798	1	56793981	56972502	-	178522	82
ENSMUSE00000475062	1	56793986	56971858	-	177873	81
ENSMUSE00000242798	1	56793988	56969872	-	175885	81
ENSMUSE00000954441	1	56948134	56969840	-	21707	8
ENSMUSE00000951955	1	56969740	56978650	-	8911	6
ENSMUSE00001029764	1	56999155	56999275	-	121	0
ENSMUSE00001318899	1	57200645	57214993	-	14349	11
ENSMUSE00001327053	1	57291425	57292401	-	977	1
ENSMUSE00001154617	1	57359222	57377544	-	18323	7
ENSMUSE00000861590	1	57388237	57407101	-	18865	271
ENSMUSE00001208197	1	57388240	57406674	-	18435	270
ENSMUSE00001308298	1	57388240	57406471	-	18232	270
ENSMUSE00000862916	1	57388405	57390771	-	2367	34
ENSMUSE00001246740	1	57388416	57393698	-	5283	98
ENSMUSE00001221775	1	57388666	57406443	-	17778	262
ENSMUSE00001245213	1	57390712	57401522	-	10811	181
ENSMUSE00001260976	1	57391429	57406471	-	15043	227
ENSMUSE00001289997	1	57393185	57406537	-	13353	188
ENSMUSE00000664741	1	57422244	57422373	-	130	4
