seqnames,start,end,width,strand,Conc,Conc_STAT5B_noIL2,Conc_STAT5B_IL2,Fold
12,100857651,100858015,365,*,2.3,1.78,2.68,-0.9
14,27022914,27023145,232,*,2.3,1.78,2.68,-0.9
15,39354833,39355092,260,*,2.3,1.78,2.68,-0.9
15,61397074,61397409,336,*,2.3,1.78,2.68,-0.9
16,32520577,32520806,230,*,2.3,1.78,2.68,-0.9
16,51299970,51300218,249,*,2.3,1.78,2.68,-0.9
17,35194247,35194471,225,*,2.3,1.78,2.68,-0.9
19,34120135,34120429,295,*,2.3,1.78,2.68,-0.9
2,57268801,57269014,214,*,2.3,1.78,2.68,-0.9
2,70845031,70845324,294,*,2.3,1.78,2.68,-0.9
2,122180517,122180742,226,*,2.3,1.78,2.68,-0.9
2,128117719,128117959,241,*,2.3,1.78,2.68,-0.9
2,150307229,150307470,242,*,2.3,1.78,2.68,-0.9
2,153162443,153162666,224,*,2.3,1.78,2.68,-0.9
3,37749048,37749291,244,*,2.3,1.78,2.68,-0.9
3,51759710,51759901,192,*,2.3,1.78,2.68,-0.9
3,128081185,128081513,329,*,2.3,1.78,2.68,-0.9
3,142770457,142770812,356,*,2.3,1.78,2.68,-0.9
4,109658837,109659153,317,*,2.3,1.78,2.68,-0.9
4,151048552,151048830,279,*,2.3,1.78,2.68,-0.9
5,147063045,147063391,347,*,2.3,1.78,2.68,-0.9
6,87447329,87447746,418,*,2.3,1.78,2.68,-0.9
6,103340003,103340258,256,*,2.3,1.78,2.68,-0.9
7,45451209,45451514,306,*,2.3,1.78,2.68,-0.9
7,75656292,75656622,331,*,2.3,1.78,2.68,-0.9
8,85624394,85624629,236,*,2.3,1.78,2.68,-0.9
9,13302546,13302871,326,*,2.3,1.78,2.68,-0.9
9,50590929,50591216,288,*,2.3,1.78,2.68,-0.9
9,66309503,66309746,244,*,2.3,1.78,2.68,-0.9
9,89874549,89874774,226,*,2.3,1.78,2.68,-0.9
CHR_CAST_EI_MMCHR11_CTG5,83070153,83070381,229,*,2.3,1.78,2.68,-0.9
CHR_MG4200_PATCH,48296982,48297220,239,*,2.3,1.78,2.68,-0.9
CHR_WSB_EIJ_MMCHR11_CTG3,83072040,83072318,279,*,2.3,1.78,2.68,-0.9
X,49046334,49046630,297,*,2.3,1.78,2.68,-0.9
8,81707430,81707789,360,*,3.14,2.78,3.43,-0.65
6,108536843,108537238,396,*,4.33,4.1,4.52,-0.42
15,97667735,97668038,304,*,3.09,3.36,2.74,0.62
17,51854744,51854965,222,*,3.09,3.36,2.74,0.62
2,68434679,68435066,388,*,4.41,4.59,4.2,0.39
11,69921688,69921985,298,*,3.65,3.36,3.89,-0.53
19,53792319,53792692,374,*,3.65,3.36,3.89,-0.53
1,38771115,38771288,174,*,2.45,2.78,2.03,0.75
1,82871878,82872059,182,*,2.45,2.78,2.03,0.75
10,34030382,34030574,193,*,2.45,2.78,2.03,0.75
10,39493705,39493911,207,*,2.45,2.78,2.03,0.75
11,48992229,48992435,207,*,2.45,2.78,2.03,0.75
11,121555236,121555402,167,*,2.45,2.78,2.03,0.75
12,35686327,35686581,255,*,2.45,2.78,2.03,0.75
13,19219600,19219880,281,*,2.45,2.78,2.03,0.75
13,43775331,43775516,186,*,2.45,2.78,2.03,0.75
14,20938671,20938860,190,*,2.45,2.78,2.03,0.75
14,121916787,121916938,152,*,2.45,2.78,2.03,0.75
19,18548806,18549015,210,*,2.45,2.78,2.03,0.75
19,22722577,22722762,186,*,2.45,2.78,2.03,0.75
2,180731089,180731295,207,*,2.45,2.78,2.03,0.75
3,131019688,131019869,182,*,2.45,2.78,2.03,0.75
3,137999021,137999171,151,*,2.45,2.78,2.03,0.75
4,47319732,47319942,211,*,2.45,2.78,2.03,0.75
4,58902045,58902256,212,*,2.45,2.78,2.03,0.75
9,41097750,41097964,215,*,2.45,2.78,2.03,0.75
9,50905407,50905651,245,*,2.45,2.78,2.03,0.75
9,57339932,57340118,187,*,2.45,2.78,2.03,0.75
9,64747837,64748046,210,*,2.45,2.78,2.03,0.75
9,121683429,121683613,185,*,2.45,2.78,2.03,0.75
14,72777917,72778376,460,*,3.55,3.78,3.26,0.51
6,134035529,134035805,277,*,3.55,3.78,3.26,0.51
7,98533746,98534122,377,*,4.32,4.1,4.51,-0.4
1,59844806,59845148,343,*,3.12,2.78,3.39,-0.61
11,107119958,107120248,291,*,3.12,2.78,3.39,-0.61
15,62456918,62457264,347,*,3.12,2.78,3.39,-0.61
3,137955575,137955990,416,*,3.12,2.78,3.39,-0.61
4,95303464,95303739,276,*,3.12,2.78,3.39,-0.61
9,106822625,106822967,343,*,3.12,2.78,3.39,-0.61
1,40386299,40386533,235,*,2.26,1.78,2.61,-0.83
1,54909055,54909257,203,*,2.26,1.78,2.61,-0.83
1,54923872,54924246,375,*,2.26,1.78,2.61,-0.83
1,61139722,61139977,256,*,2.26,1.78,2.61,-0.83
1,91057766,91057979,214,*,2.26,1.78,2.61,-0.83
1,151973208,151973442,235,*,2.26,1.78,2.61,-0.83
10,20182204,20182479,276,*,2.26,1.78,2.61,-0.83
10,80696406,80696645,240,*,2.26,1.78,2.61,-0.83
10,81302842,81303240,399,*,2.26,1.78,2.61,-0.83
11,34047025,34047229,205,*,2.26,1.78,2.61,-0.83
11,62752190,62752447,258,*,2.26,1.78,2.61,-0.83
11,113189968,113190266,299,*,2.26,1.78,2.61,-0.83
12,25350806,25351058,253,*,2.26,1.78,2.61,-0.83
12,100446739,100447059,321,*,2.26,1.78,2.61,-0.83
13,69512228,69512543,316,*,2.26,1.78,2.61,-0.83
14,55603910,55604201,292,*,2.26,1.78,2.61,-0.83
15,66949080,66949359,280,*,2.26,1.78,2.61,-0.83
16,45204525,45204839,315,*,2.26,1.78,2.61,-0.83
16,94596223,94596479,257,*,2.26,1.78,2.61,-0.83
17,34887526,34887809,284,*,2.26,1.78,2.61,-0.83
18,33108694,33109039,346,*,2.26,1.78,2.61,-0.83
18,49986804,49987050,247,*,2.26,1.78,2.61,-0.83
18,60356211,60356462,252,*,2.26,1.78,2.61,-0.83
18,89222910,89223262,353,*,2.26,1.78,2.61,-0.83
2,9578183,9578369,187,*,2.26,1.78,2.61,-0.83
2,104848662,104848897,236,*,2.26,1.78,2.61,-0.83
2,145226062,145226344,283,*,2.26,1.78,2.61,-0.83
2,164521691,164522007,317,*,2.26,1.78,2.61,-0.83
3,83797095,83797370,276,*,2.26,1.78,2.61,-0.83
3,101606768,101607074,307,*,2.26,1.78,2.61,-0.83
3,103640220,103640489,270,*,2.26,1.78,2.61,-0.83
3,103913539,103913870,332,*,2.26,1.78,2.61,-0.83
3,107038151,107038412,262,*,2.26,1.78,2.61,-0.83
3,109342578,109342954,377,*,2.26,1.78,2.61,-0.83
3,139073791,139074012,222,*,2.26,1.78,2.61,-0.83
4,47847042,47847418,377,*,2.26,1.78,2.61,-0.83
4,134842058,134842285,228,*,2.26,1.78,2.61,-0.83
5,31717144,31717380,237,*,2.26,1.78,2.61,-0.83
5,65867345,65867603,259,*,2.26,1.78,2.61,-0.83
5,140153348,140153636,289,*,2.26,1.78,2.61,-0.83
6,84617150,84617395,246,*,2.26,1.78,2.61,-0.83
6,108549600,108549791,192,*,2.26,1.78,2.61,-0.83
7,99307497,99307672,176,*,2.26,1.78,2.61,-0.83
7,119836093,119836306,214,*,2.26,1.78,2.61,-0.83
8,46747880,46748242,363,*,2.26,1.78,2.61,-0.83
8,70549783,70549995,213,*,2.26,1.78,2.61,-0.83
8,115625179,115625438,260,*,2.26,1.78,2.61,-0.83
9,84775304,84775537,234,*,2.26,1.78,2.61,-0.83
9,85123857,85124124,268,*,2.26,1.78,2.61,-0.83
9,85293773,85294010,238,*,2.26,1.78,2.61,-0.83
9,86357927,86358321,395,*,2.26,1.78,2.61,-0.83
9,96583075,96583411,337,*,2.26,1.78,2.61,-0.83
9,124146383,124146625,243,*,2.26,1.78,2.61,-0.83
X,99470715,99470938,224,*,2.26,1.78,2.61,-0.83
12,69416942,69417131,190,*,3.11,3.36,2.81,0.56
5,107283944,107284165,222,*,3.11,3.36,2.81,0.56
7,35742361,35742664,304,*,3.11,3.36,2.81,0.56
10,17522075,17522363,289,*,3.56,3.78,3.31,0.47
18,65007818,65008377,560,*,4.43,4.59,4.24,0.34
1,85962299,85962571,273,*,3.09,2.78,3.35,-0.57
2,31062351,31062691,341,*,3.09,2.78,3.35,-0.57
4,108590303,108590539,237,*,3.09,2.78,3.35,-0.57
5,30353683,30354026,344,*,3.09,2.78,3.35,-0.57
5,115716290,115716595,306,*,3.09,2.78,3.35,-0.57
6,134806254,134806544,291,*,3.09,2.78,3.35,-0.57
1,13155528,13155675,148,*,1.37,1.78,0.81,0.97
1,66863781,66863928,148,*,1.37,1.78,0.81,0.97
1,130993681,130993828,148,*,1.37,1.78,0.81,0.97
1,155108107,155108256,150,*,1.37,1.78,0.81,0.97
1,189855335,189855482,148,*,1.37,1.78,0.81,0.97
10,57487319,57487466,148,*,1.37,1.78,0.81,0.97
10,61675966,61676113,148,*,1.37,1.78,0.81,0.97
10,116895189,116895336,148,*,1.37,1.78,0.81,0.97
11,26586611,26586758,148,*,1.37,1.78,0.81,0.97
11,75981992,75982162,171,*,1.37,1.78,0.81,0.97
11,76789518,76789669,152,*,1.37,1.78,0.81,0.97
11,98493532,98493690,159,*,1.37,1.78,0.81,0.97
12,34990514,34990762,249,*,1.37,1.78,0.81,0.97
12,35755157,35755318,162,*,1.37,1.78,0.81,0.97
12,36019652,36019840,189,*,1.37,1.78,0.81,0.97
12,52486579,52486746,168,*,1.37,1.78,0.81,0.97
12,57213519,57213666,148,*,1.37,1.78,0.81,0.97
12,84525444,84525591,148,*,1.37,1.78,0.81,0.97
13,5804748,5804895,148,*,1.37,1.78,0.81,0.97
13,9767204,9767417,214,*,1.37,1.78,0.81,0.97
13,30702495,30702642,148,*,1.37,1.78,0.81,0.97
13,35038399,35038546,148,*,1.37,1.78,0.81,0.97
13,80700830,80700977,148,*,1.37,1.78,0.81,0.97
13,98692101,98692248,148,*,1.37,1.78,0.81,0.97
13,110940449,110940596,148,*,1.37,1.78,0.81,0.97
14,121553841,121553988,148,*,1.37,1.78,0.81,0.97
15,51728947,51729094,148,*,1.37,1.78,0.81,0.97
15,58872468,58872615,148,*,1.37,1.78,0.81,0.97
15,61245910,61246057,148,*,1.37,1.78,0.81,0.97
15,61483224,61483371,148,*,1.37,1.78,0.81,0.97
15,68344198,68344424,227,*,1.37,1.78,0.81,0.97
16,13780435,13780582,148,*,1.37,1.78,0.81,0.97
16,30504786,30504933,148,*,1.37,1.78,0.81,0.97
16,33444832,33444979,148,*,1.37,1.78,0.81,0.97
16,49856404,49856551,148,*,1.37,1.78,0.81,0.97
16,50210919,50211066,148,*,1.37,1.78,0.81,0.97
16,78561625,78561787,163,*,1.37,1.78,0.81,0.97
16,78878015,78878162,148,*,1.37,1.78,0.81,0.97
16,81344104,81344281,178,*,1.37,1.78,0.81,0.97
16,89911056,89911203,148,*,1.37,1.78,0.81,0.97
17,17405153,17405300,148,*,1.37,1.78,0.81,0.97
17,53664403,53664550,148,*,1.37,1.78,0.81,0.97
18,3436452,3436599,148,*,1.37,1.78,0.81,0.97
18,24121902,24122049,148,*,1.37,1.78,0.81,0.97
18,39035577,39035724,148,*,1.37,1.78,0.81,0.97
18,70045917,70046064,148,*,1.37,1.78,0.81,0.97
19,9931319,9931466,148,*,1.37,1.78,0.81,0.97
19,11438388,11438545,158,*,1.37,1.78,0.81,0.97
19,29341206,29341353,148,*,1.37,1.78,0.81,0.97
19,57970694,57970884,191,*,1.37,1.78,0.81,0.97
2,79316512,79316682,171,*,1.37,1.78,0.81,0.97
2,91771435,91771645,211,*,1.37,1.78,0.81,0.97
2,117313993,117314140,148,*,1.37,1.78,0.81,0.97
2,128500034,128500206,173,*,1.37,1.78,0.81,0.97
3,10243728,10243875,148,*,1.37,1.78,0.81,0.97
3,37434505,37434700,196,*,1.37,1.78,0.81,0.97
3,60169600,60169747,148,*,1.37,1.78,0.81,0.97
3,138877067,138877214,148,*,1.37,1.78,0.81,0.97
4,32149246,32149403,158,*,1.37,1.78,0.81,0.97
4,53634348,53634495,148,*,1.37,1.78,0.81,0.97
4,88155159,88155306,148,*,1.37,1.78,0.81,0.97
5,22660823,22661002,180,*,1.37,1.78,0.81,0.97
5,28382360,28382520,161,*,1.37,1.78,0.81,0.97
5,32447515,32447662,148,*,1.37,1.78,0.81,0.97
5,125236537,125236684,148,*,1.37,1.78,0.81,0.97
6,57422763,57422910,148,*,1.37,1.78,0.81,0.97
6,86645192,86645339,148,*,1.37,1.78,0.81,0.97
6,98597112,98597282,171,*,1.37,1.78,0.81,0.97
6,113649196,113649343,148,*,1.37,1.78,0.81,0.97
6,130342122,130342269,148,*,1.37,1.78,0.81,0.97
7,29768310,29768465,156,*,1.37,1.78,0.81,0.97
7,75835416,75835618,203,*,1.37,1.78,0.81,0.97
7,88192756,88192923,168,*,1.37,1.78,0.81,0.97
7,114479907,114480073,167,*,1.37,1.78,0.81,0.97
7,115494782,115494943,162,*,1.37,1.78,0.81,0.97
8,25150403,25150645,243,*,1.37,1.78,0.81,0.97
9,35173367,35173514,148,*,1.37,1.78,0.81,0.97
9,44334303,44334450,148,*,1.37,1.78,0.81,0.97
9,53803080,53803227,148,*,1.37,1.78,0.81,0.97
9,62968749,62968925,177,*,1.37,1.78,0.81,0.97
CHR_CAST_EI_MMCHR11_CTG5,82947610,82947757,148,*,1.37,1.78,0.81,0.97
X,36870429,36870576,148,*,1.37,1.78,0.81,0.97
X,112370773,112371296,524,*,1.37,1.78,0.81,0.97
4,95708096,95708399,304,*,3.62,3.36,3.84,-0.47
1,100738792,100739039,248,*,2.49,2.78,2.13,0.65
1,128368801,128368985,185,*,2.49,2.78,2.13,0.65
1,180428349,180428607,259,*,2.49,2.78,2.13,0.65
13,43461278,43461495,218,*,2.49,2.78,2.13,0.65
13,56507263,56507466,204,*,2.49,2.78,2.13,0.65
14,79200151,79200398,248,*,2.49,2.78,2.13,0.65
16,24659188,24659409,222,*,2.49,2.78,2.13,0.65
3,59080957,59081151,195,*,2.49,2.78,2.13,0.65
3,69004254,69004427,174,*,2.49,2.78,2.13,0.65
4,34883241,34883404,164,*,2.49,2.78,2.13,0.65
7,78721611,78721776,166,*,2.49,2.78,2.13,0.65
8,120063426,120063653,228,*,2.49,2.78,2.13,0.65
X,122831295,122831534,240,*,2.49,2.78,2.13,0.65
10,28682494,28682880,387,*,4.19,4.36,4,0.36
18,4294635,4295364,730,*,4.75,4.59,4.89,-0.31
1,39920748,39921117,370,*,2.21,1.78,2.54,-0.76
1,80655380,80655616,237,*,2.21,1.78,2.54,-0.76
1,88584612,88584788,177,*,2.21,1.78,2.54,-0.76
1,127291330,127291573,244,*,2.21,1.78,2.54,-0.76
1,127354294,127354535,242,*,2.21,1.78,2.54,-0.76
1,131049348,131049590,243,*,2.21,1.78,2.54,-0.76
1,153303573,153303755,183,*,2.21,1.78,2.54,-0.76
1,161309327,161309763,437,*,2.21,1.78,2.54,-0.76
1,165709554,165709816,263,*,2.21,1.78,2.54,-0.76
1,171966491,171966739,249,*,2.21,1.78,2.54,-0.76
1,191095392,191095574,183,*,2.21,1.78,2.54,-0.76
10,22391632,22391899,268,*,2.21,1.78,2.54,-0.76
10,92717695,92718022,328,*,2.21,1.78,2.54,-0.76
11,65794942,65795167,226,*,2.21,1.78,2.54,-0.76
11,98944025,98944255,231,*,2.21,1.78,2.54,-0.76
11,106545176,106545417,242,*,2.21,1.78,2.54,-0.76
12,51855489,51855700,212,*,2.21,1.78,2.54,-0.76
12,83631755,83632004,250,*,2.21,1.78,2.54,-0.76
13,5714159,5714354,196,*,2.21,1.78,2.54,-0.76
13,44065692,44065992,301,*,2.21,1.78,2.54,-0.76
13,99306142,99306433,292,*,2.21,1.78,2.54,-0.76
14,70774090,70774279,190,*,2.21,1.78,2.54,-0.76
14,78454184,78454406,223,*,2.21,1.78,2.54,-0.76
14,121905978,121906165,188,*,2.21,1.78,2.54,-0.76
16,45088522,45088744,223,*,2.21,1.78,2.54,-0.76
18,20777106,20777326,221,*,2.21,1.78,2.54,-0.76
19,44388054,44388428,375,*,2.21,1.78,2.54,-0.76
2,11626025,11626189,165,*,2.21,1.78,2.54,-0.76
2,11645436,11645620,185,*,2.21,1.78,2.54,-0.76
2,79270097,79270295,199,*,2.21,1.78,2.54,-0.76
2,102812745,102812973,229,*,2.21,1.78,2.54,-0.76
2,139670748,139670974,227,*,2.21,1.78,2.54,-0.76
3,69112994,69113211,218,*,2.21,1.78,2.54,-0.76
4,6958523,6958804,282,*,2.21,1.78,2.54,-0.76
4,55736803,55737012,210,*,2.21,1.78,2.54,-0.76
4,57915605,57915825,221,*,2.21,1.78,2.54,-0.76
4,63869283,63869553,271,*,2.21,1.78,2.54,-0.76
4,132490725,132490925,201,*,2.21,1.78,2.54,-0.76
4,133813916,133814206,291,*,2.21,1.78,2.54,-0.76
5,53413775,53414026,252,*,2.21,1.78,2.54,-0.76
5,77144514,77144759,246,*,2.21,1.78,2.54,-0.76
6,47635929,47636153,225,*,2.21,1.78,2.54,-0.76
6,54956452,54956719,268,*,2.21,1.78,2.54,-0.76
7,104290754,104290938,185,*,2.21,1.78,2.54,-0.76
8,23256229,23256479,251,*,2.21,1.78,2.54,-0.76
8,46921198,46921444,247,*,2.21,1.78,2.54,-0.76
8,115568525,115568748,224,*,2.21,1.78,2.54,-0.76
8,128643082,128643402,321,*,2.21,1.78,2.54,-0.76
9,44209012,44209444,433,*,2.21,1.78,2.54,-0.76
9,76881968,76882222,255,*,2.21,1.78,2.54,-0.76
9,115387549,115387781,233,*,2.21,1.78,2.54,-0.76
CHR_WSB_EIJ_MMCHR11_CTG1,49029838,49030108,271,*,2.21,1.78,2.54,-0.76
11,99180087,99180393,307,*,3.99,3.78,4.17,-0.4
8,13263531,13263811,281,*,3.92,4.1,3.71,0.39
17,21652525,21652930,406,*,4.43,4.59,4.26,0.32
13,52793573,52793892,320,*,3.14,3.36,2.86,0.5
18,12611202,12611446,245,*,3.14,3.36,2.86,0.5
7,80417199,80417425,227,*,3.14,3.36,2.86,0.5
8,111645727,111645970,244,*,3.6,3.36,3.81,-0.44
10,12812612,12812956,345,*,3.07,2.78,3.31,-0.53
10,98878056,98878296,241,*,3.07,2.78,3.31,-0.53
15,62698583,62698901,319,*,3.07,2.78,3.31,-0.53
3,37420211,37420536,326,*,3.07,2.78,3.31,-0.53
5,62718021,62718328,308,*,3.07,2.78,3.31,-0.53
7,30593467,30593796,330,*,3.07,2.78,3.31,-0.53
17,86962500,86962970,471,*,3.98,3.78,4.15,-0.37
1,88578083,88578260,178,*,2.16,1.78,2.47,-0.69
1,130691976,130692195,220,*,2.16,1.78,2.47,-0.69
1,136608527,136608793,267,*,2.16,1.78,2.47,-0.69
1,151075078,151075366,289,*,2.16,1.78,2.47,-0.69
1,161707135,161707402,268,*,2.16,1.78,2.47,-0.69
1,167269440,167269670,231,*,2.16,1.78,2.47,-0.69
1,171766774,171767016,243,*,2.16,1.78,2.47,-0.69
10,96726915,96727138,224,*,2.16,1.78,2.47,-0.69
10,99386031,99386250,220,*,2.16,1.78,2.47,-0.69
10,122758413,122758600,188,*,2.16,1.78,2.47,-0.69
11,69289013,69289268,256,*,2.16,1.78,2.47,-0.69
11,104361829,104362083,255,*,2.16,1.78,2.47,-0.69
12,36039725,36039970,246,*,2.16,1.78,2.47,-0.69
12,59021445,59021670,226,*,2.16,1.78,2.47,-0.69
12,106030530,106030753,224,*,2.16,1.78,2.47,-0.69
13,22051158,22051401,244,*,2.16,1.78,2.47,-0.69
13,30600830,30601141,312,*,2.16,1.78,2.47,-0.69
13,46728038,46728280,243,*,2.16,1.78,2.47,-0.69
13,49241215,49241469,255,*,2.16,1.78,2.47,-0.69
13,54188254,54188470,217,*,2.16,1.78,2.47,-0.69
15,5602062,5602330,269,*,2.16,1.78,2.47,-0.69
15,25010202,25010575,374,*,2.16,1.78,2.47,-0.69
15,59598919,59599139,221,*,2.16,1.78,2.47,-0.69
15,73175891,73176129,239,*,2.16,1.78,2.47,-0.69
15,78475465,78475795,331,*,2.16,1.78,2.47,-0.69
15,79895813,79895993,181,*,2.16,1.78,2.47,-0.69
16,32107717,32107995,279,*,2.16,1.78,2.47,-0.69
16,92821850,92822023,174,*,2.16,1.78,2.47,-0.69
17,34162783,34163124,342,*,2.16,1.78,2.47,-0.69
2,10343450,10343776,327,*,2.16,1.78,2.47,-0.69
2,11630612,11630762,151,*,2.16,1.78,2.47,-0.69
2,31139077,31139307,231,*,2.16,1.78,2.47,-0.69
2,39325247,39325487,241,*,2.16,1.78,2.47,-0.69
2,48327379,48327578,200,*,2.16,1.78,2.47,-0.69
2,48328279,48328521,243,*,2.16,1.78,2.47,-0.69
2,57123325,57123559,235,*,2.16,1.78,2.47,-0.69
2,153342501,153342758,258,*,2.16,1.78,2.47,-0.69
3,138625030,138625307,278,*,2.16,1.78,2.47,-0.69
4,40974283,40974473,191,*,2.16,1.78,2.47,-0.69
4,43973299,43973570,272,*,2.16,1.78,2.47,-0.69
4,99944800,99945074,275,*,2.16,1.78,2.47,-0.69
4,129060001,129060247,247,*,2.16,1.78,2.47,-0.69
5,53594268,53594506,239,*,2.16,1.78,2.47,-0.69
5,96914841,96915040,200,*,2.16,1.78,2.47,-0.69
5,98016839,98017033,195,*,2.16,1.78,2.47,-0.69
5,120584521,120584834,314,*,2.16,1.78,2.47,-0.69
6,71358982,71359198,217,*,2.16,1.78,2.47,-0.69
6,72345721,72345949,229,*,2.16,1.78,2.47,-0.69
6,91110297,91110559,263,*,2.16,1.78,2.47,-0.69
7,16343738,16343921,184,*,2.16,1.78,2.47,-0.69
7,78693140,78693320,181,*,2.16,1.78,2.47,-0.69
7,122924273,122924475,203,*,2.16,1.78,2.47,-0.69
8,115188476,115188701,226,*,2.16,1.78,2.47,-0.69
9,32522091,32522316,226,*,2.16,1.78,2.47,-0.69
9,56325819,56326020,202,*,2.16,1.78,2.47,-0.69
9,106177439,106177687,249,*,2.16,1.78,2.47,-0.69
9,121961931,121962122,192,*,2.16,1.78,2.47,-0.69
CHR_MG3618_PATCH,99913760,99914032,273,*,2.16,1.78,2.47,-0.69
CHR_MG4200_PATCH,48289752,48290013,262,*,2.16,1.78,2.47,-0.69
X,142461129,142461341,213,*,2.16,1.78,2.47,-0.69
13,5890081,5890430,350,*,3.58,3.36,3.78,-0.41
7,66233149,66233521,373,*,3.58,3.36,3.78,-0.41
11,117989928,117990136,209,*,2.53,2.78,2.22,0.56
18,74288027,74288222,196,*,2.53,2.78,2.22,0.56
2,49177121,49177288,168,*,2.53,2.78,2.22,0.56
4,135475645,135475907,263,*,2.53,2.78,2.22,0.56
5,21784742,21784928,187,*,2.53,2.78,2.22,0.56
5,39257877,39258053,177,*,2.53,2.78,2.22,0.56
7,64141500,64141842,343,*,2.53,2.78,2.22,0.56
1,138620174,138620540,367,*,3.04,2.78,3.26,-0.49
1,161767337,161767608,272,*,3.04,2.78,3.26,-0.49
14,52022847,52023165,319,*,3.04,2.78,3.26,-0.49
15,62740825,62741158,334,*,3.04,2.78,3.26,-0.49
15,80930114,80930406,293,*,3.04,2.78,3.26,-0.49
15,94090408,94090708,301,*,3.04,2.78,3.26,-0.49
16,8823659,8823983,325,*,3.04,2.78,3.26,-0.49
2,75880552,75880903,352,*,3.04,2.78,3.26,-0.49
4,11763240,11763562,323,*,3.04,2.78,3.26,-0.49
5,107735038,107735288,251,*,3.04,2.78,3.26,-0.49
4,95482340,95482639,300,*,3.16,3.36,2.92,0.44
4,116053575,116053885,311,*,3.16,3.36,2.92,0.44
18,68829071,68829400,330,*,3.96,3.78,4.13,-0.35
11,77461256,77461644,389,*,3.57,3.36,3.74,-0.38
17,5756075,5756370,296,*,3.57,3.36,3.74,-0.38
1,46342733,46342880,148,*,1.45,1.78,1.03,0.75
1,86516073,86516236,164,*,1.45,1.78,1.03,0.75
1,127233153,127233363,211,*,1.45,1.78,1.03,0.75
1,133020213,133020373,161,*,1.45,1.78,1.03,0.75
1,152287644,152287791,148,*,1.45,1.78,1.03,0.75
1,153583352,153583499,148,*,1.45,1.78,1.03,0.75
10,20437547,20437712,166,*,1.45,1.78,1.03,0.75
10,75546382,75546565,184,*,1.45,1.78,1.03,0.75
10,84727528,84727675,148,*,1.45,1.78,1.03,0.75
10,95745822,95745969,148,*,1.45,1.78,1.03,0.75
10,118793733,118793880,148,*,1.45,1.78,1.03,0.75
11,55097850,55097997,148,*,1.45,1.78,1.03,0.75
11,58193618,58193765,148,*,1.45,1.78,1.03,0.75
11,62092452,62092619,168,*,1.45,1.78,1.03,0.75
11,69991255,69991435,181,*,1.45,1.78,1.03,0.75
11,96034694,96034841,148,*,1.45,1.78,1.03,0.75
11,105625914,105626061,148,*,1.45,1.78,1.03,0.75
11,108236668,108236815,148,*,1.45,1.78,1.03,0.75
11,114885264,114885411,148,*,1.45,1.78,1.03,0.75
11,118200433,118200595,163,*,1.45,1.78,1.03,0.75
12,15998415,15998562,148,*,1.45,1.78,1.03,0.75
12,21451414,21451627,214,*,1.45,1.78,1.03,0.75
12,59162905,59163052,148,*,1.45,1.78,1.03,0.75
12,69371640,69371805,166,*,1.45,1.78,1.03,0.75
12,91298841,91299034,194,*,1.45,1.78,1.03,0.75
13,9922664,9922811,148,*,1.45,1.78,1.03,0.75
13,41367406,41367560,155,*,1.45,1.78,1.03,0.75
13,54565483,54565630,148,*,1.45,1.78,1.03,0.75
13,63274971,63275118,148,*,1.45,1.78,1.03,0.75
13,75843903,75844050,148,*,1.45,1.78,1.03,0.75
13,92417020,92417212,193,*,1.45,1.78,1.03,0.75
13,100511136,100511283,148,*,1.45,1.78,1.03,0.75
13,112418139,112418286,148,*,1.45,1.78,1.03,0.75
14,27308785,27308956,172,*,1.45,1.78,1.03,0.75
14,31025880,31026027,148,*,1.45,1.78,1.03,0.75
14,52898493,52898640,148,*,1.45,1.78,1.03,0.75
15,21920973,21921120,148,*,1.45,1.78,1.03,0.75
15,31349134,31349281,148,*,1.45,1.78,1.03,0.75
15,38601649,38601796,148,*,1.45,1.78,1.03,0.75
15,51877358,51877592,235,*,1.45,1.78,1.03,0.75
15,62718821,62719023,203,*,1.45,1.78,1.03,0.75
15,82914544,82914691,148,*,1.45,1.78,1.03,0.75
15,96332552,96332699,148,*,1.45,1.78,1.03,0.75
16,10585528,10585734,207,*,1.45,1.78,1.03,0.75
16,31148939,31149093,155,*,1.45,1.78,1.03,0.75
16,32444599,32444746,148,*,1.45,1.78,1.03,0.75
16,84713149,84713315,167,*,1.45,1.78,1.03,0.75
16,91931683,91931835,153,*,1.45,1.78,1.03,0.75
17,12195211,12195420,210,*,1.45,1.78,1.03,0.75
17,17600152,17600314,163,*,1.45,1.78,1.03,0.75
17,46870572,46870736,165,*,1.45,1.78,1.03,0.75
17,51034493,51034644,152,*,1.45,1.78,1.03,0.75
18,23566427,23566639,213,*,1.45,1.78,1.03,0.75
18,37910344,37910491,148,*,1.45,1.78,1.03,0.75
18,46599073,46599220,148,*,1.45,1.78,1.03,0.75
19,10781519,10781692,174,*,1.45,1.78,1.03,0.75
19,11093503,11093650,148,*,1.45,1.78,1.03,0.75
19,16144350,16144502,153,*,1.45,1.78,1.03,0.75
19,16222406,16222555,150,*,1.45,1.78,1.03,0.75
19,18771207,18771362,156,*,1.45,1.78,1.03,0.75
19,21865891,21866038,148,*,1.45,1.78,1.03,0.75
19,27106946,27107093,148,*,1.45,1.78,1.03,0.75
19,33924295,33924469,175,*,1.45,1.78,1.03,0.75
2,3803280,3803427,148,*,1.45,1.78,1.03,0.75
2,34801934,34802104,171,*,1.45,1.78,1.03,0.75
