seqnames,start,end,width,strand,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,161767338,161767608,271,*,Distal Intergenic,1,161780689,161788495,7807,2,14103,ENSMUST00000000834.3,20887,ENSMUSG00000000817,Fasl,"Fas ligand (TNF superfamily, member 6)"
chr1,161774766,161774973,208,*,Distal Intergenic,1,161780689,161788495,7807,2,14103,ENSMUST00000000834.3,13522,ENSMUSG00000000817,Fasl,"Fas ligand (TNF superfamily, member 6)"
chr1,161779085,161779436,352,*,Promoter (9-10kb),1,161780689,161788495,7807,2,14103,ENSMUST00000000834.3,9059,ENSMUSG00000000817,Fasl,"Fas ligand (TNF superfamily, member 6)"
chr1,162186733,162186897,165,*,"Intron (ENSMUST00000159763.7/103967, intron 3 of 8)",1,162217623,162225548,7926,1,474332,ENSMUST00000178978.1,-30726,ENSMUSG00000078190,Dnm3os,"dynamin 3, opposite strand"
chr1,164078233,164078379,147,*,Promoter (9-10kb),1,164068962,164079996,11035,1,20343,ENSMUST00000195358.1,9271,ENSMUSG00000026581,Sell,"selectin, lymphocyte"
chr1,164078665,164078839,175,*,Promoter (9-10kb),1,164068962,164079996,11035,1,20343,ENSMUST00000195358.1,9703,ENSMUSG00000026581,Sell,"selectin, lymphocyte"
chr1,164083003,164083311,309,*,3' UTR,1,164068962,164079996,11035,1,20343,ENSMUST00000195358.1,14041,ENSMUSG00000026581,Sell,"selectin, lymphocyte"
chr1,164135333,164135682,350,*,Promoter (5-6kb),1,164141318,164142792,1475,1,20344,ENSMUST00000160000.1,-5636,ENSMUSG00000026580,Selp,"selectin, platelet"
chr1,164136695,164137006,312,*,Promoter (4-5kb),1,164141318,164142792,1475,1,20344,ENSMUST00000160000.1,-4312,ENSMUSG00000026580,Selp,"selectin, platelet"
chr1,165709555,165709816,262,*,Promoter (<=1kb),1,165664953,165709393,44441,2,226594,ENSMUST00000193714.1,-162,ENSMUSG00000040723,Rcsd1,RCSD domain containing 1
chr1,167269441,167269670,230,*,"Intron (ENSMUST00000053686.8/80914, intron 1 of 6)",1,167229893,167284601,54709,2,80914,ENSMUST00000192269.2,14931,ENSMUSG00000026558,Uck2,uridine-cytidine kinase 2
chr1,171627977,171628123,147,*,Distal Intergenic,1,171641840,171641900,61,2,102465784,ENSMUST00000183842.1,13777,ENSMUSG00000098316,Mir7683,microRNA 7683
chr1,171661544,171661693,150,*,Promoter (8-9kb),1,171632403,171653035,20633,2,75345,ENSMUST00000192195.5,-8509,ENSMUSG00000038179,Slamf7,SLAM family member 7
chr1,171674449,171674725,277,*,Promoter (7-8kb),1,171682009,171705258,23250,1,12506,ENSMUST00000015499.13,-7284,ENSMUSG00000015355,Cd48,CD48 antigen
chr1,171766775,171767016,242,*,Promoter (<=1kb),1,171767127,171801184,34058,1,27218,ENSMUST00000015460.4,-111,ENSMUSG00000015316,Slamf1,signaling lymphocytic activation molecule family member 1
chr1,171782510,171782776,267,*,"Intron (ENSMUST00000015460.4/27218, intron 3 of 6)",1,171767155,171795831,28677,1,27218,ENSMUST00000163992.2,15355,ENSMUSG00000015316,Slamf1,signaling lymphocytic activation molecule family member 1
chr1,171783059,171783349,291,*,"Intron (ENSMUST00000015460.4/27218, intron 3 of 6)",1,171767155,171795831,28677,1,27218,ENSMUST00000163992.2,15904,ENSMUSG00000015316,Slamf1,signaling lymphocytic activation molecule family member 1
chr1,171788645,171788859,215,*,"Intron (ENSMUST00000015460.4/27218, intron 4 of 6)",1,171767155,171795831,28677,1,27218,ENSMUST00000163992.2,21490,ENSMUSG00000015316,Slamf1,signaling lymphocytic activation molecule family member 1
chr1,171966492,171966739,248,*,Distal Intergenic,1,171942629,171948858,6230,1,30925,ENSMUST00000195206.1,23863,ENSMUSG00000015314,Slamf6,SLAM family member 6
chr1,175631611,175632048,438,*,Promoter (<=1kb),1,175631996,175660853,28858,1,98256,ENSMUST00000040250.14,0,ENSMUSG00000039783,Kmo,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
chr1,177456903,177457296,394,*,Distal Intergenic,1,177445821,177450764,4944,1,30928,ENSMUST00000077225.7,11082,ENSMUSG00000063659,Zbtb18,zinc finger and BTB domain containing 18
chr1,179492866,179493505,640,*,"Intron (ENSMUST00000128302.7/69726, intron 1 of 11)",1,179508307,179518005,9699,2,69726,ENSMUST00000194237.1,24500,ENSMUSG00000055067,Smyd3,SET and MYND domain containing 3
chr1,180778008,180778235,228,*,Distal Intergenic,1,180803131,180813534,10404,2,15078,ENSMUST00000159789.1,35299,ENSMUSG00000060743,H3f3a,H3.3 histone A
chr1,182108724,182109149,426,*,Distal Intergenic,1,182124737,182131919,7183,1,27058,ENSMUST00000111018.1,-15588,ENSMUSG00000026511,Srp9,signal recognition particle 9
chr1,182369920,182370170,251,*,Distal Intergenic,1,182317244,182341629,24386,2,67948,ENSMUST00000194213.1,-28291,ENSMUSG00000047539,Fbxo28,F-box protein 28
chr1,182543235,182543547,313,*,Distal Intergenic,1,182565007,182606526,41520,1,170725,ENSMUST00000168514.6,-21460,ENSMUSG00000038599,Capn8,calpain 8
chr1,182988520,182988727,208,*,Distal Intergenic,1,182954828,182970024,15197,1,53791,ENSMUST00000195614.1,33692,ENSMUSG00000079164,Tlr5,toll-like receptor 5
chr1,182990301,182990533,233,*,Distal Intergenic,1,182954828,182970024,15197,1,53791,ENSMUST00000195614.1,35473,ENSMUSG00000079164,Tlr5,toll-like receptor 5
chr1,183180386,183180632,247,*,"Intron (ENSMUST00000003035.11/68897, intron 2 of 9)",1,183096193,183147531,51339,2,68897,ENSMUST00000192915.1,-32855,ENSMUSG00000030768,Disp1,dispatched RND transporter family member 1
chr1,189816371,189816809,439,*,"Intron (ENSMUST00000097442.8/19250, intron 3 of 18)",1,189845043,189852463,7421,1,19250,ENSMUST00000195038.1,-28234,ENSMUSG00000026604,Ptpn14,"protein tyrosine phosphatase, non-receptor type 14"
chr1,191095393,191095574,182,*,Promoter (2-3kb),1,191097847,191108486,10640,1,381319,ENSMUST00000194833.5,-2273,ENSMUSG00000026630,Batf3,"basic leucine zipper transcription factor, ATF-like 3"
chr1,191098029,191098200,172,*,Promoter (<=1kb),1,191098325,191108943,10619,1,381319,ENSMUST00000027943.5,-125,ENSMUSG00000026630,Batf3,"basic leucine zipper transcription factor, ATF-like 3"
chr1,191123891,191124420,530,*,Distal Intergenic,1,191100477,191108909,8433,1,381319,ENSMUST00000191621.1,23414,ENSMUSG00000026630,Batf3,"basic leucine zipper transcription factor, ATF-like 3"
chr1,191193802,191194094,293,*,"Intron (ENSMUST00000195117.1/11910, intron 1 of 3)",1,191170296,191183340,13045,2,11910,ENSMUST00000027941.13,-10462,ENSMUSG00000026628,Atf3,activating transcription factor 3
chr10,4971809,4971976,168,*,"Intron (ENSMUST00000105590.7/13982, intron 8 of 9)",10,4936526,5001656,65131,1,13982,ENSMUST00000137012.1,35283,ENSMUSG00000019768,Esr1,estrogen receptor 1 (alpha)
chr10,5448278,5448593,316,*,"Intron (ENSMUST00000215295.1/64009, intron 3 of 145)",10,5336949,5368486,31538,2,64009,ENSMUST00000215887.1,-79792,ENSMUSG00000096054,Syne1,"spectrin repeat containing, nuclear envelope 1"
chr10,6916674,6916879,206,*,"Intron (ENSMUST00000147171.7/18390, intron 4 of 5)",10,6890439,6979711,89273,2,320495,ENSMUST00000078070.9,62832,ENSMUSG00000064065,Ipcef1,interaction protein for cytohesin exchange factors 1
chr10,7118134,7118647,514,*,Downstream (<1kb),10,7119063,7135506,16444,2,215748,ENSMUST00000150282.1,16859,ENSMUSG00000015202,Cnksr3,Cnksr family member 3
chr10,7824541,7824891,351,*,Promoter (7-8kb),10,7832470,7870396,37927,1,237256,ENSMUST00000039484.5,-7579,ENSMUSG00000039981,Zc3h12d,zinc finger CCCH type containing 12D
chr10,7952677,7952875,199,*,Promoter (3-4kb),10,7911492,7955893,44402,2,68652,ENSMUST00000147938.1,3018,ENSMUSG00000015755,Tab2,TGF-beta activated kinase 1/MAP3K7 binding protein 2
chr10,8130120,8130498,379,*,Distal Intergenic,10,8204756,8302242,97487,2,338362,ENSMUST00000219116.1,171744,ENSMUSG00000047712,Ust,uronyl-2-sulfotransferase
chr10,11225481,11225627,147,*,Distal Intergenic,10,11205019,11209611,4593,1,268281,ENSMUST00000161910.1,20462,ENSMUSG00000090112,Shprh,SNF2 histone linker PHD RING helicase
chr10,11229638,11229841,204,*,Distal Intergenic,10,11205019,11209611,4593,1,268281,ENSMUST00000161910.1,24619,ENSMUSG00000090112,Shprh,SNF2 histone linker PHD RING helicase
chr10,12812613,12812956,344,*,Promoter (<=1kb),10,12747927,12813574,65648,2,22288,ENSMUST00000219163.1,618,ENSMUSG00000019820,Utrn,utrophin
chr10,13967471,13967668,198,*,Promoter (<=1kb),10,13967024,14079675,112652,1,15273,ENSMUST00000191464.1,447,ENSMUSG00000015501,Hivep2,human immunodeficiency virus type I enhancer binding protein 2
chr10,14057986,14058357,372,*,"Intron (ENSMUST00000187083.6/15273, intron 2 of 12)",10,13967024,14079675,112652,1,15273,ENSMUST00000191464.1,90962,ENSMUSG00000015501,Hivep2,human immunodeficiency virus type I enhancer binding protein 2
chr10,17485612,17485832,221,*,Distal Intergenic,10,17723218,17725674,2457,1,17684,ENSMUST00000038107.8,-237386,ENSMUSG00000039910,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2"
chr10,17522076,17522363,288,*,Distal Intergenic,10,17723218,17725674,2457,1,17684,ENSMUST00000038107.8,-200855,ENSMUSG00000039910,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2"
chr10,19504628,19504895,268,*,Promoter (9-10kb),10,19494643,19507167,12525,1,102635880,ENSMUST00000216664.1,9985,ENSMUSG00000110902,Gm33104,"predicted gene, 33104"
chr10,19506095,19506377,283,*,"Exon (ENSMUST00000214178.1/102635880, exon 3 of 4)",10,19494643,19507167,12525,1,102635880,ENSMUST00000216664.1,11452,ENSMUSG00000110902,Gm33104,"predicted gene, 33104"
chr10,19566004,19566451,448,*,Distal Intergenic,10,19591949,19610229,18281,1,15979,ENSMUST00000020188.12,-25498,ENSMUSG00000020009,Ifngr1,interferon gamma receptor 1
chr10,19962788,19963045,258,*,"Intron (ENSMUST00000095806.9/26408, intron 1 of 29)",10,19951055,20023699,72645,1,26408,ENSMUST00000152533.1,11733,ENSMUSG00000071369,Map3k5,mitogen-activated protein kinase kinase kinase 5
chr10,20182205,20182479,275,*,"Intron (ENSMUST00000020173.15/17761, intron 1 of 17)",10,20172007,20250481,78475,1,17761,ENSMUST00000213386.1,10198,ENSMUSG00000019996,Map7,microtubule-associated protein 7
chr10,20991761,20992157,397,*,Promoter (8-9kb),10,21000537,21070468,69932,1,52906,ENSMUST00000214893.1,-8380,ENSMUSG00000019986,Ahi1,Abelson helper integration site 1
chr10,21358185,21358423,239,*,Promoter (3-4kb),10,21354650,21365166,10517,1,56422,ENSMUST00000218850.1,3535,ENSMUSG00000019977,Hbs1l,Hbs1-like (S. cerevisiae)
chr10,22391633,22391899,267,*,Distal Intergenic,10,22402883,22407470,4588,1,100038752,ENSMUST00000180537.1,-10984,ENSMUSG00000096937,Gm10825,predicted gene 10825
chr10,22412458,22412624,167,*,Promoter (9-10kb),10,22402883,22407470,4588,1,100038752,ENSMUST00000180537.1,9575,ENSMUSG00000096937,Gm10825,predicted gene 10825
chr10,24673005,24673427,423,*,Promoter (<=1kb),10,24668486,24674258,5773,2,18605,ENSMUST00000142974.1,831,ENSMUSG00000037370,Enpp1,ectonucleotide pyrophosphatase/phosphodiesterase 1
chr10,25200800,25201001,202,*,Promoter (<=1kb),10,25169090,25200158,31069,2,432442,ENSMUST00000100012.2,-642,ENSMUSG00000039166,Akap7,A kinase (PRKA) anchor protein 7
chr10,25701829,25702095,267,*,"Intron (ENSMUST00000217933.1/ENSMUST00000217933.1, intron 2 of 2)",10,25615632,25621563,5932,2,102640972,ENSMUST00000218080.1,-80266,ENSMUSG00000112630,Gm36908,"predicted gene, 36908"
chr10,26828424,26828665,242,*,Promoter (5-6kb),10,26822602,26850001,27400,1,73910,ENSMUST00000135866.1,5822,ENSMUSG00000039031,Arhgap18,Rho GTPase activating protein 18
chr10,28518261,28518491,231,*,"Intron (ENSMUST00000166468.1/19272, intron 13 of 31)",10,28560151,28565436,5286,1,19272,ENSMUST00000219621.1,-41660,ENSMUSG00000019889,Ptprk,"protein tyrosine phosphatase, receptor type, K"
chr10,28567112,28567764,653,*,Promoter (6-7kb),10,28560151,28565436,5286,1,19272,ENSMUST00000219621.1,6961,ENSMUSG00000019889,Ptprk,"protein tyrosine phosphatase, receptor type, K"
chr10,28682495,28682880,386,*,"Intron (ENSMUST00000060409.12/210757, intron 1 of 4)",10,28668633,28782046,113414,1,210757,ENSMUST00000161345.1,13862,ENSMUSG00000049109,Themis,thymocyte selection associated
chr10,30716151,30716588,438,*,Promoter (6-7kb),10,30694165,30722705,28541,2,211329,ENSMUST00000217398.1,6117,ENSMUSG00000039697,Ncoa7,nuclear receptor coactivator 7
chr10,30746249,30746438,190,*,"Intron (ENSMUST00000215740.1/211329, intron 1 of 14)",10,30694165,30722705,28541,2,211329,ENSMUST00000217398.1,-23544,ENSMUSG00000039697,Ncoa7,nuclear receptor coactivator 7
chr10,34030383,34030574,192,*,Promoter (7-8kb),10,34037597,34109815,72219,1,692132,ENSMUST00000095758.2,-7023,ENSMUSG00000071340,Trappc3l,trafficking protein particle complex 3 like
chr10,34095268,34095447,180,*,Promoter (1-2kb),10,34087815,34096519,8705,2,103511,ENSMUST00000069125.7,1072,ENSMUSG00000049872,Calhm5,calcium homeostasis modulator family member 5
chr10,39479381,39479644,264,*,"Intron (ENSMUST00000148152.7/14360, intron 3 of 4)",10,39454915,39564355,109441,1,14360,ENSMUST00000146287.7,24466,ENSMUSG00000019843,Fyn,Fyn proto-oncogene
chr10,39486563,39486788,226,*,"Intron (ENSMUST00000148152.7/14360, intron 3 of 4)",10,39511739,39564422,52684,1,14360,ENSMUST00000136659.1,-24951,ENSMUSG00000019843,Fyn,Fyn proto-oncogene
chr10,39773550,39773741,192,*,"Intron (ENSMUST00000019986.12/19714, intron 1 of 31)",10,39732364,39875206,142843,1,19714,ENSMUST00000164763.7,41186,ENSMUSG00000019841,Rev3l,"REV3 like, DNA directed polymerase zeta catalytic subunit"
chr10,39776843,39777042,200,*,"Intron (ENSMUST00000019986.12/19714, intron 1 of 31)",10,39732364,39875206,142843,1,19714,ENSMUST00000164763.7,44479,ENSMUSG00000019841,Rev3l,"REV3 like, DNA directed polymerase zeta catalytic subunit"
chr10,40529467,40529929,463,*,Distal Intergenic,10,40570336,40604132,33797,1,70840,ENSMUST00000078314.13,-40407,ENSMUSG00000019834,Slc22a16,"solute carrier family 22 (organic cation transporter), member 16"
chr10,41978413,41978939,527,*,Promoter (1-2kb),10,41914993,41976744,61752,2,213402,ENSMUST00000105503.8,-1669,ENSMUSG00000071324,Armc2,armadillo repeat containing 2
chr10,42997804,42998038,235,*,Distal Intergenic,10,42939881,42958721,18841,1,268297,ENSMUST00000127675.1,57923,ENSMUSG00000044770,Scml4,Scm polycomb group protein like 4
chr10,43997319,43997549,231,*,Promoter (6-7kb),10,43950638,44004369,53732,2,11630,ENSMUST00000020017.13,6820,ENSMUSG00000019866,Crybg1,crystallin beta-gamma domain containing 1
chr10,45020538,45020748,211,*,Distal Intergenic,10,45067203,45167198,99996,1,19072,ENSMUST00000099858.3,-46455,ENSMUSG00000019849,Prep,prolyl endopeptidase
chr10,54009365,54009884,520,*,"Intron (ENSMUST00000003843.15/17155, intron 5 of 12)",10,53918719,53977115,58397,2,17155,ENSMUST00000219234.1,-32250,ENSMUSG00000003746,Man1a,"mannosidase 1, alpha"
chr10,54117724,54118005,282,*,Distal Intergenic,10,53907444,54076609,169166,2,17155,ENSMUST00000220088.1,-41115,ENSMUSG00000003746,Man1a,"mannosidase 1, alpha"
chr10,60370759,60370905,147,*,Promoter (9-10kb),10,60376866,60380192,3327,2,22295,ENSMUST00000124712.1,9287,ENSMUSG00000012819,Cdh23,cadherin 23 (otocadherin)
chr10,60381354,60381523,170,*,Promoter (1-2kb),10,60376866,60380192,3327,2,22295,ENSMUST00000124712.1,-1162,ENSMUSG00000012819,Cdh23,cadherin 23 (otocadherin)
chr10,62506034,62506224,191,*,Promoter (1-2kb),10,62494428,62507755,13328,2,19073,ENSMUST00000020271.12,1531,ENSMUSG00000020077,Srgn,serglycin
chr10,66930609,66930966,358,*,Distal Intergenic,10,66912489,66920258,7770,2,68488,ENSMUST00000181710.2,-10351,NA,1110002J07Rik,RIKEN cDNA 1110002J07 gene
chr10,66955462,66955707,246,*,Distal Intergenic,10,66912489,66920258,7770,2,68488,ENSMUST00000181710.2,-35204,NA,1110002J07Rik,RIKEN cDNA 1110002J07 gene
chr10,67004606,67004955,350,*,Promoter (<=1kb),10,67005020,67040806,35787,1,102634101,ENSMUST00000217788.1,-65,ENSMUSG00000112925,Gm31763,"predicted gene, 31763"
chr10,67100183,67100449,267,*,Promoter (3-4kb),10,67009189,67096945,87757,2,28193,ENSMUST00000020023.8,-3238,ENSMUSG00000019873,Reep3,receptor accessory protein 3
chr10,67105075,67105233,159,*,Promoter (8-9kb),10,67009189,67096945,87757,2,28193,ENSMUST00000020023.8,-8130,ENSMUSG00000019873,Reep3,receptor accessory protein 3
chr10,67598772,67598981,210,*,Distal Intergenic,10,67569216,67571959,2744,2,105245193,ENSMUST00000219796.1,-26813,NA,4930563J15Rik,RIKEN cDNA 4930563J15 gene
chr10,68039707,68040172,466,*,"Exon (ENSMUST00000118160.7/170799, exon 11 of 12)",10,67979715,68042298,62584,1,170799,ENSMUST00000117086.1,59992,ENSMUSG00000037846,Rtkn2,rhotekin 2
chr10,68137111,68137466,356,*,Promoter (<=1kb),10,68096454,68136626,40173,2,71371,ENSMUST00000218532.1,-485,ENSMUSG00000019947,Arid5b,AT rich interactive domain 5B (MRF1-like)
chr10,68558408,68558737,330,*,Distal Intergenic,10,68430953,68541896,110944,2,73287,ENSMUST00000020103.8,-16512,ENSMUSG00000019945,Cabcoco1,ciliary associated calcium binding coiled-coil 1
chr10,75105785,75105947,163,*,"Intron (ENSMUST00000164107.2/110279, intron 1 of 22)",10,75060592,75184921,124330,1,110279,ENSMUST00000164107.2,45193,ENSMUSG00000009681,Bcr,breakpoint cluster region
chr10,75326788,75327016,229,*,Promoter (1-2kb),10,75324858,75326039,1182,1,11540,ENSMUST00000217703.1,1930,ENSMUSG00000020178,Adora2a,adenosine A2a receptor
chr10,75824298,75824740,443,*,Promoter (1-2kb),10,75814943,75822543,7601,2,75886,ENSMUST00000160211.1,-1755,ENSMUSG00000009093,Gstt4,"glutathione S-transferase, theta 4"
chr10,76016878,76017157,280,*,Promoter (7-8kb),10,76008926,76009017,92,1,102466646,ENSMUST00000184957.1,7952,ENSMUSG00000098817,Mir6409,microRNA 6409
chr10,76562731,76563010,280,*,Promoter (<=1kb),10,76562309,76570030,7722,1,76573,ENSMUST00000105414.1,422,ENSMUSG00000009115,Spatc1l,spermatogenesis and centriole associated 1 like
chr10,78063286,78063569,284,*,Promoter (5-6kb),10,78069302,78079525,10224,1,50723,ENSMUST00000105393.2,-5733,ENSMUSG00000000732,Icosl,icos ligand
chr10,78298762,78299009,248,*,Promoter (<=1kb),10,78271563,78298198,26636,2,28169,ENSMUST00000105389.7,-564,ENSMUSG00000001211,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3
chr10,78300171,78300414,244,*,Promoter (1-2kb),10,78271563,78298198,26636,2,28169,ENSMUST00000105389.7,-1973,ENSMUSG00000001211,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3
chr10,80696407,80696645,239,*,Promoter (2-3kb),10,80691218,80693736,2519,2,208228,ENSMUST00000220138.1,-2671,ENSMUSG00000003348,Mob3a,MOB kinase activator 3A
chr10,82860117,82860329,213,*,Promoter (<=1kb),10,82860301,82897710,37410,1,50493,ENSMUST00000219442.1,0,ENSMUSG00000020250,Txnrd1,thioredoxin reductase 1
chr10,88054389,88054666,278,*,Distal Intergenic,10,88091072,88092375,1304,1,110312,ENSMUST00000048621.7,-36406,ENSMUSG00000035383,Pmch,pro-melanin-concentrating hormone
chr10,88416194,88416434,241,*,"Intron (ENSMUST00000151273.7/432486, intron 4 of 19)",10,88429566,88433288,3723,1,432486,ENSMUST00000132738.1,-13132,ENSMUSG00000035311,Gnptab,"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits"
chr10,93041888,93042211,324,*,Promoter (7-8kb),10,92972585,93034821,62237,2,380654,ENSMUST00000170065.7,-7067,ENSMUSG00000020014,Cfap54,cilia and flagella associated protein 54
chr10,93177928,93178297,370,*,Promoter (3-4kb),10,93181610,93212006,30397,1,237459,ENSMUST00000213378.1,-3313,ENSMUSG00000020015,Cdk17,cyclin-dependent kinase 17
chr10,93227721,93228163,443,*,"Intron (ENSMUST00000069965.8/237459, intron 9 of 16)",10,93239023,93265743,26721,1,237459,ENSMUST00000216729.1,-10860,ENSMUSG00000020015,Cdk17,cyclin-dependent kinase 17
chr10,93451917,93452442,526,*,Promoter (<=1kb),10,93453411,93484874,31464,1,16993,ENSMUST00000016033.8,-969,ENSMUSG00000015889,Lta4h,leukotriene A4 hydrolase
chr10,94021662,94021939,278,*,Promoter (<=1kb),10,93996914,94020723,23810,2,215008,ENSMUST00000150344.1,-939,ENSMUSG00000036099,Vezt,"vezatin, adherens junctions transmembrane protein"
chr10,94523513,94523791,279,*,Promoter (8-9kb),10,94514857,94590956,76100,1,319880,ENSMUST00000065060.11,8656,ENSMUSG00000020023,Tmcc3,transmembrane and coiled coil domains 3
chr10,95142895,95143041,147,*,Promoter (2-3kb),10,95120582,95145825,25244,2,628062,ENSMUST00000220248.1,2784,ENSMUSG00000112481,Gm29684,"predicted gene, 29684"
chr10,95255126,95255677,552,*,"Intron (ENSMUST00000220279.1/12905, intron 1 of 1)",10,95174746,95322965,148220,2,12905,ENSMUST00000220279.1,67288,ENSMUSG00000045867,Cradd,CASP2 and RIPK1 domain containing adaptor with death domain
chr10,95264809,95265322,514,*,"Intron (ENSMUST00000220279.1/12905, intron 1 of 1)",10,95174746,95322965,148220,2,12905,ENSMUST00000220279.1,57643,ENSMUSG00000045867,Cradd,CASP2 and RIPK1 domain containing adaptor with death domain
